GID_2,exercise_year,exercise_label,phase_class,population,ndvi_mean_6m,rainfall_sum_6m,lst_mean_6m,nightlight_mean_6m,ndvi_mean_3m,rainfall_sum_3m,conflict_events_6m,conflict_fatalities_6m,state,lga
NGA.13.2_1,2025,Sep-Dec,2.0,162398.83226775154,0.5035323951578977,801.6614828116279,24.920450156428725,0.3722987102373893,0.3661926160842507,497.3889757363171,0,0,Ekiti,Efon
NGA.13.3_1,2025,Sep-Dec,2.0,257678.94819090865,0.6013836927822082,913.0066166397348,24.50716693962707,0.3581731100559127,0.5726380921718066,620.6640415210622,0,0,Ekiti,Ekiti East
NGA.13.4_1,2025,Sep-Dec,2.0,307499.2375306674,0.4854905056194014,866.0844831084212,25.0047114667058,0.4036368879150589,0.3600172784443911,527.2504894345956,0,0,Ekiti,Ekiti South-West
NGA.13.5_1,2025,Sep-Dec,2.0,334531.87144056085,0.5087049196857535,828.2726756425792,24.651258853561668,0.3630149969463494,0.393384490260408,504.46880873800256,0,0,Ekiti,Ekiti West
NGA.13.6_1,2025,Sep-Dec,2.0,175580.80361621952,0.5029937937917643,879.0624557238098,24.16788081264903,0.3344659723086522,0.431454133041351,565.8846853320524,0,0,Ekiti,Emure/Ise/Orun
NGA.13.7_1,2025,Sep-Dec,2.0,275670.2808537392,0.5121630117174889,905.2734641203856,24.88864241243057,0.343892712719385,0.4184182935830605,598.7397723036125,0,0,Ekiti,Gboyin
NGA.13.8_1,2025,Sep-Dec,3.0,298025.8015721669,0.5397356430517847,777.199380598793,25.41515483802642,0.3737469869870845,0.4855936703163737,482.1813505514676,0,0,Ekiti,Ido-Osi
NGA.13.9_1,2025,Sep-Dec,2.0,413271.6587535165,0.4909206147337077,796.6146559529224,24.517495329358947,0.3330653094657584,0.3661979003297095,479.0328279332064,0,0,Ekiti,Ijero
NGA.14.10_1,2025,Sep-Dec,2.0,268053.582189,0.4897182650276785,927.382997033402,27.30400653942445,0.3028122197696337,0.4760801641305512,597.5273071965041,2,11,Enugu,Isi-Uzo
NGA.14.11_1,2025,Sep-Dec,2.0,268702.662027,0.5192352095452651,1113.961095388665,27.59094009458747,0.2762847672890931,0.4895431496348195,727.3239140349358,0,0,Enugu,Nkanu East
NGA.14.12_1,2025,Sep-Dec,2.0,264948.05205500004,0.546275770217171,1061.72721914948,27.82269770131747,0.5333467499782022,0.5266556485729744,702.4781990059985,1,1,Enugu,Nkanu West
NGA.14.13_1,2025,Sep-Dec,2.0,544572.520447,0.3637120059611938,848.1630710363673,26.835247164767424,0.4460281487998153,0.2305826179900776,534.8780808669152,0,0,Enugu,Nsukka
NGA.14.14_1,2025,Sep-Dec,2.0,228630.177483,0.4574354148854084,1026.5681124683604,26.386351400031508,0.3728318299006684,0.338261592948651,626.9134286942476,0,0,Enugu,Oji-River
NGA.14.15_1,2025,Sep-Dec,2.0,322328.239552,0.4984056890951274,882.6487063764531,27.096115388927657,0.4320355433676285,0.439398401907708,565.9333925793211,0,0,Enugu,Udenu
NGA.14.16_1,2025,Sep-Dec,2.0,422634.02179,0.3936546321487691,959.2507454692764,26.99504191434383,0.419240289580263,0.2570658883810116,618.1979532479147,0,0,Enugu,Udi
NGA.14.17_1,2025,Sep-Dec,2.0,224826.394796,0.3587796162134766,845.0086664798124,27.862820150134525,0.2252154030422601,0.2496276710068957,524.9214359982522,1,1,Enugu,Uzo-Uwani
NGA.14.1_1,2025,Sep-Dec,2.0,241519.985175,0.4716620571121117,1176.457016094204,27.61272630027486,0.2777845470441526,0.4349398498354875,754.9355215492567,0,0,Enugu,Aninri
NGA.14.2_1,2025,Sep-Dec,2.0,357852.794322,0.5095040674808679,1115.9518155349608,26.38924457719231,0.3515131365391419,0.4203823011968469,724.7703739686065,2,1,Enugu,Awgu
NGA.14.3_1,2025,Sep-Dec,2.0,504065.130557,0.4790451568882943,1026.6426661213236,27.917163101366484,0.6813110305938573,0.4817645779530766,684.4412614321461,0,0,Enugu,Enugu East
NGA.14.4_1,2025,Sep-Dec,2.0,442230.987808,0.4224746497771869,1031.9409046878538,28.08230202661916,2.8832238461054023,0.4302056597812083,692.7409232861567,0,0,Enugu,Enugu North
NGA.14.5_1,2025,Sep-Dec,2.0,358916.017693,0.441411479990441,1020.7085686688628,28.428559334762,1.9651114228528657,0.4759624505965183,680.1217895129512,0,0,Enugu,Enugu South
NGA.14.6_1,2025,Sep-Dec,2.0,306528.499859,0.4029600104594399,927.0604596136438,29.09967718238255,0.2762939667988302,0.2692181920889744,577.513766279954,0,0,Enugu,Ezeagu
NGA.14.7_1,2025,Sep-Dec,2.0,377926.189312,0.390382446780777,951.484098534957,26.72567368247269,0.3331128541333994,0.2753388090662614,624.5250144299516,0,0,Enugu,Igbo-Etiti
NGA.14.8_1,2025,Sep-Dec,2.0,468561.3376,0.391934160713375,807.5044357125371,27.387758400711228,0.3943318129337429,0.2463981337852735,516.441915574046,0,0,Enugu,Igbo-eze North
NGA.14.9_1,2025,Sep-Dec,2.0,266091.044497,0.3542941521606432,790.5071750197773,27.22238632604021,0.3862668731214564,0.2243238421492067,491.6232316364941,0,0,Enugu,Igbo-eze South
NGA.15.1_1,2025,Sep-Dec,2.0,741631.0,0.4138684593659135,675.61407889825,29.6524977679596,0.3163172220452493,0.4768398491248305,504.3046822671455,0,0,Federal Capital Territory,Abaji
NGA.15.2_1,2025,Sep-Dec,2.0,2120972.0,0.2807762509183138,852.5716154389438,31.12188248231429,3.343097077797364,0.2680129775232502,671.4545605519926,2,2,Federal Capital Territory,Abuja
NGA.15.3_1,2025,Sep-Dec,2.0,1009711.0,0.3320097796045804,881.5403081757154,28.69627161530624,1.7615014043743844,0.2887916372680337,676.6231391241718,0,0,Federal Capital Territory,Bwari
NGA.15.4_1,2025,Sep-Dec,2.0,1010726.0,0.3023467510248095,729.4241114239006,30.564343204979664,0.4135770417735911,0.3217067089620805,563.8454122465046,0,0,Federal Capital Territory,Gwagwalada
NGA.15.5_1,2025,Sep-Dec,2.0,884139.0,0.4017022758057335,774.8899004328888,29.17840778106573,0.2983747247849339,0.3946490615307994,591.2930847538266,1,1,Federal Capital Territory,Kuje
NGA.15.6_1,2025,Sep-Dec,2.0,746478.0,0.4038165274275299,673.9006391201988,30.19397810307264,0.3326595807141438,0.4481394108288949,492.5120971674632,0,0,Federal Capital Territory,Kwali
NGA.16.10_1,2025,Sep-Dec,2.0,258836.0,0.328864194915894,667.3488622960979,33.03949380236947,0.3321821947957582,0.4048139191442317,522.1049552521041,0,0,Gombe,Shomgom
NGA.16.11_1,2025,Sep-Dec,2.0,436030.0,0.3034363659830044,635.1909015384089,33.35270554327565,0.3407376703145363,0.4023338207474763,511.1094088723148,0,0,Gombe,Yamaltu/Deba
NGA.16.1_1,2025,Sep-Dec,2.0,577142.0,0.3001512321668469,633.2957726469258,33.30979733053868,0.5814629066871986,0.3914148201932097,497.3245981889049,0,0,Gombe,Akko
NGA.16.2_1,2025,Sep-Dec,2.0,363089.0,0.3493580352822631,603.008134327276,33.98148995692387,0.298449623614578,0.4529159401916791,471.679191721095,0,0,Gombe,Balanga
NGA.16.3_1,2025,Sep-Dec,2.0,345316.0,0.320017809122794,639.1206185855365,32.740261508243925,0.3535798211213832,0.4164751881237271,498.3819816744893,0,0,Gombe,Billiri
NGA.16.4_1,2025,Sep-Dec,2.0,353935.0,0.3205417239190914,658.6050302585453,34.21213639999231,0.3525685701849337,0.412962981588314,573.2404179728402,0,0,Gombe,Dukku
NGA.16.5_1,2025,Sep-Dec,2.0,403299.0,0.3083532212978686,642.8351863269131,34.774161769698544,0.3892306595786559,0.4073412898222817,576.7719382124592,0,0,Gombe,Funakaye
NGA.16.6_1,2025,Sep-Dec,2.0,457815.0,0.3257571962109831,619.8432891287272,33.82306883937019,0.6074272863283329,0.4482996369554331,509.9261218100697,0,0,Gombe,Gombe
NGA.16.7_1,2025,Sep-Dec,2.0,255907.0,0.3603491481815259,617.461785911158,32.76527121327465,0.3074460895662896,0.4613373119316327,472.5268762571987,0,0,Gombe,Kaltungo
NGA.16.8_1,2025,Sep-Dec,2.0,333620.0,0.2984027453845501,671.9619567296382,34.27894751492821,0.3397164178622556,0.3889385304858961,573.3937161391348,0,0,Gombe,Kwami
NGA.16.9_1,2025,Sep-Dec,2.0,236057.0,0.3158094160380278,619.4781488147278,35.072855540728405,0.3319605283057436,0.4099165466814217,568.5949777057998,0,0,Gombe,Nafada
NGA.18.10_1,2025,Sep-Dec,2.0,214352.65581258788,0.35436426975389,448.0382845733465,34.74722502072458,0.3285531606024641,0.4277707241295109,442.0056797061111,0,0,Jigawa,Guri
NGA.18.11_1,2025,Sep-Dec,2.0,513116.7268204795,0.352965274826749,685.0052821702128,34.372657727862894,0.3029346998614793,0.4825119610605811,627.5925467353812,0,0,Jigawa,Gwaram
NGA.18.12_1,2025,Sep-Dec,2.0,243409.3785693241,0.3055271541707918,598.2924869033257,33.92866090412955,0.3886936198153788,0.4052649389899316,579.8526784392084,0,0,Jigawa,Gwiwa
NGA.18.13_1,2025,Sep-Dec,2.0,197191.17830664,0.3764918199790203,661.018547495007,32.52964352636347,1.377551302888745,0.4618681715484547,646.8939768739707,0,0,Jigawa,Hadejia
NGA.18.14_1,2025,Sep-Dec,2.0,434672.8405521127,0.3050602958586165,594.9368697454554,34.828184570950135,0.3326313029850028,0.3881049665281075,579.8920815913345,0,0,Jigawa,Jahun
NGA.18.15_1,2025,Sep-Dec,2.0,505394.4872331484,0.2890193805401537,555.2557762093913,35.07490835285734,0.3370322008362036,0.3650099503689565,543.0719144714162,0,0,Jigawa,Kafin Hausa
NGA.18.16_1,2025,Sep-Dec,2.0,243883.9824225126,0.3079208209472599,535.0847568223105,34.12174522456473,0.3883323052963809,0.3822847808879808,524.2652885775698,0,0,Jigawa,Kaugama
NGA.18.17_1,2025,Sep-Dec,2.0,304731.5999348321,0.3351416134318263,559.8728727990936,33.557792715408304,0.5891621882036212,0.4367508063257554,542.2299945697558,0,0,Jigawa,Kazaure
NGA.18.18_1,2025,Sep-Dec,2.0,364145.9516275635,0.3623512278091159,521.251247587011,34.293254385247806,0.3646510573144064,0.427900143458602,513.0793063155672,0,0,Jigawa,Kiri Kasama
NGA.18.19_1,2025,Sep-Dec,2.0,327026.63592264184,0.3146798746266006,622.0000162384728,34.75741918398288,0.3596617350121341,0.4007705427563126,602.4632525370951,0,0,Jigawa,Kiyawa
NGA.18.1_1,2025,Sep-Dec,2.0,250099.2129620709,0.367955276289485,576.5256455158703,32.88475626058589,0.3771929177872994,0.4427699629067549,563.1723854621932,0,0,Jigawa,Auyo
NGA.18.20_1,2025,Sep-Dec,2.0,334788.5834020732,0.2764001203973956,478.84266998579454,34.90903760865261,0.3459053671581758,0.3382494118082578,470.28012197988687,0,0,Jigawa,Maigatari
NGA.18.21_1,2025,Sep-Dec,2.0,311595.39271201333,0.3018981458793275,568.8660597507896,34.57342153069614,0.4511394937389214,0.382778749848371,558.4588393834714,0,0,Jigawa,Malam Maduri
NGA.18.22_1,2025,Sep-Dec,2.0,241794.59095728223,0.3233580083834088,547.8233591339167,34.61731517938015,0.3368652954672602,0.4005563831696463,535.3264149045326,0,0,Jigawa,Miga
NGA.18.23_1,2025,Sep-Dec,2.0,593931.43617759,0.3244110598908329,611.3761768437568,34.34395296372865,0.3683470974682387,0.4148567951248755,596.6019322672911,0,0,Jigawa,Ringim
NGA.18.24_1,2025,Sep-Dec,2.0,363813.161674731,0.3223293100533019,595.1700544148525,33.535404855329624,0.3436319818956531,0.4364492385814049,573.8858262657395,0,0,Jigawa,Roni
NGA.18.25_1,2025,Sep-Dec,2.0,146378.41709442728,0.2989311887361857,481.1292610046272,35.12637042435728,0.3592022221307216,0.3850837708219962,471.4966723609775,0,0,Jigawa,Sule Tankarkar
NGA.18.26_1,2025,Sep-Dec,2.0,254911.431314117,0.3354929748040148,548.0025884380037,34.39833396028635,0.3570211346774107,0.4345363461871233,535.9197196514447,0,0,Jigawa,Taura
NGA.18.27_1,2025,Sep-Dec,2.0,249329.6361961441,0.3081020096213839,551.5311505611814,34.11973402483964,0.3676385708152042,0.4046463950457438,535.3452690445225,0,0,Jigawa,Yankwashi
NGA.18.2_1,2025,Sep-Dec,2.0,402666.3886679901,0.296385999617912,520.6156216099122,35.309935203019144,0.3322083523275842,0.3770510728372048,505.8820731284945,0,0,Jigawa,Babura
NGA.18.3_1,2025,Sep-Dec,2.0,268529.3474522066,0.2877815980575709,486.4090769696345,34.586062324354835,0.340535258907111,0.3529637549059426,479.3931983582506,0,0,Jigawa,Biriniwa
NGA.18.4_1,2025,Sep-Dec,2.0,593931.7415027824,0.3309032294695415,676.6351329325882,34.290010573462304,0.3393914507316225,0.4409928586126908,648.6439652343327,0,0,Jigawa,Birnin Kudu
NGA.18.5_1,2025,Sep-Dec,2.0,183949.64642847943,0.3043169172263906,614.3070209316278,34.08871785983609,0.3382392149067215,0.3863894011599209,590.3649308314959,0,0,Jigawa,Buji
NGA.18.6_1,2025,Sep-Dec,2.0,474859.11820871045,0.3167147624401107,648.1578276858726,34.48239608350419,0.5380174904438665,0.4132989359331376,625.9330370683383,0,0,Jigawa,Dutse
NGA.18.7_1,2025,Sep-Dec,2.0,155339.16474485924,0.2904305325510934,517.890016998618,34.4325691899375,0.3649725851816581,0.3613999670987809,509.3397191506781,0,0,Jigawa,Gagarawa
NGA.18.8_1,2025,Sep-Dec,2.0,284121.3130832381,0.2853642821328734,555.4515686423551,35.13624850549291,0.3326952145181791,0.3590931074001793,542.7746148553344,0,0,Jigawa,Garki
NGA.18.9_1,2025,Sep-Dec,2.0,201131.8185954913,0.3050911112984191,490.5412966849397,35.123047270470835,0.4767369059406705,0.3908753275214334,480.2718730309088,0,0,Jigawa,Gumel
NGA.19.10_1,2025,Sep-Dec,3.0,701361.9742255744,0.253640536134274,798.2061197363699,33.62543661157896,7.115302839078708,0.3023522386144964,678.2071410885274,0,0,Kaduna,Kaduna South
NGA.19.11_1,2025,Sep-Dec,3.0,415829.2919032613,0.3661854103726734,896.8945738124265,29.19492824633676,0.3986867058563986,0.3407598612082739,695.3640820677349,0,0,Kaduna,Kagarko
NGA.19.12_1,2025,Sep-Dec,3.0,191235.0105706023,0.4500253558877765,863.9597884435378,30.025211076318698,0.3025590022294115,0.5070307645722021,695.9382461709904,0,0,Kaduna,Kajuru
NGA.19.13_1,2025,Sep-Dec,3.0,304111.2086370447,0.4233670806875494,1016.5749326432756,28.14252457460637,0.3535450751229492,0.433982626440623,742.2393017556835,0,0,Kaduna,Kaura
NGA.19.14_1,2025,Sep-Dec,3.0,385351.97648991446,0.4037364782959947,899.119623448844,30.33870117662018,0.3071324760039545,0.4908194458112151,705.2064872812489,0,0,Kaduna,Kauru
NGA.19.15_1,2025,Sep-Dec,2.0,488849.64729526977,0.3549857137594117,772.9608528261566,31.523317665851504,0.309179360173112,0.4849274702856099,651.9973975703904,0,0,Kaduna,Kubau
NGA.19.16_1,2025,Sep-Dec,2.0,241992.66663975347,0.3373245535796509,652.3362208315076,31.27614195338544,0.3583233855329363,0.4847318970034546,562.1109641478894,0,0,Kaduna,Kudan
NGA.19.17_1,2025,Sep-Dec,2.0,591662.1871227139,0.3797639653922062,956.6292525297732,31.1348140842655,0.3269887385933516,0.5071577674645014,748.4640372268248,0,0,Kaduna,Lere
NGA.19.18_1,2025,Sep-Dec,2.0,255260.558420117,0.3477648669310292,640.3780722395354,31.28790673927398,0.3957725959975771,0.4940771670563055,558.3375933302341,0,0,Kaduna,Makarfi
NGA.19.19_1,2025,Sep-Dec,2.0,507404.98812851566,0.3344675486488793,672.3370228488079,31.2952346083012,1.281946854600459,0.4523930838710271,573.6691682464581,0,0,Kaduna,Sabon Gari
NGA.19.1_1,2025,Sep-Dec,3.0,450321.17343590927,0.4426466583529855,707.7761976103347,30.808674817036906,0.3165973794806442,0.5072912863198336,614.447837602337,0,0,Kaduna,Birnin Gwari
NGA.19.20_1,2025,Sep-Dec,3.0,263810.20471807953,0.4180806386509867,1017.0341170196808,31.35307560869148,0.293381045145612,0.4489597239910736,755.487828842937,0,0,Kaduna,Sanga
NGA.19.21_1,2025,Sep-Dec,2.0,501284.0210162116,0.3345582321783271,696.0282801687475,31.487679321544828,0.3189290198154736,0.4596484420052542,582.7844943894531,0,0,Kaduna,Soba
NGA.19.22_1,2025,Sep-Dec,3.0,555527.6142267829,0.4486246503079253,950.2399249345386,28.82290622411529,0.3290919123494496,0.4736392424082693,737.5255668699925,0,0,Kaduna,Zangon Kataf
NGA.19.23_1,2025,Sep-Dec,2.0,708779.0097529456,0.3251733461108856,671.307252076516,31.439500229827555,0.9984231466701102,0.4446018999204578,561.8604097447923,0,0,Kaduna,Zaria
NGA.19.2_1,2025,Sep-Dec,3.0,648315.911133755,0.4485355468343288,750.0165144159255,29.9040579875618,0.3884132510550591,0.4834178849094518,630.8432596551888,0,0,Kaduna,Chikun
NGA.19.3_1,2025,Sep-Dec,3.0,750163.9349313815,0.3826072702596892,730.6303697181127,31.26406609176271,0.2935131665958743,0.512706995524898,625.4919249894613,0,0,Kaduna,Giwa
NGA.19.4_1,2025,Sep-Dec,3.0,750161.6163832328,0.3861072915081011,765.6787921637396,31.21297990312761,0.5713894104741811,0.4853162863827072,643.7758924021464,1,1,Kaduna,Igabi
NGA.19.5_1,2025,Sep-Dec,2.0,339110.852214236,0.3433185004308903,668.0920486535476,32.048938252678475,0.3269337082990611,0.4796622888779276,589.350838235106,0,0,Kaduna,Ikara
NGA.19.6_1,2025,Sep-Dec,3.0,271626.0305270101,0.3820557989243061,984.4347960797336,28.28855506267936,0.3243875253922139,0.3582645844563433,758.2338165366449,0,0,Kaduna,Jaba
NGA.19.7_1,2025,Sep-Dec,3.0,484493.09532405046,0.3889900906319097,988.4810662876748,31.009135393348284,0.3032967545049393,0.4031448377125543,754.2875209084125,0,0,Kaduna,Jema'a
NGA.19.8_1,2025,Sep-Dec,3.0,439849.45072275744,0.4351873543464141,865.2301828809299,28.06235408579592,0.291506303442027,0.4069087933344945,687.4564529216509,0,0,Kaduna,Kachia
NGA.19.9_1,2025,Sep-Dec,3.0,634912.3842866983,0.2897993570149775,788.5307219817159,33.12380836353584,7.430667849729576,0.3521551686243687,672.5963910978691,0,0,Kaduna,Kaduna North
NGA.2.10_1,2025,Sep-Dec,3.0,244022.660072163,0.4151557538717663,752.4159858605426,33.769538873062096,0.2992478980276842,0.5435879654333972,692.063310454128,2,2,Adamawa,Madagali
NGA.2.11_1,2025,Sep-Dec,3.0,198941.44379789705,0.3630496565051275,733.918703939948,33.81510220051127,0.2951919310568925,0.4674660960901812,603.640266667922,0,0,Adamawa,Maiha
NGA.2.12_1,2025,Sep-Dec,3.0,275913.6031934541,0.4093238978934152,751.8781161265503,34.67930473988076,0.2973767702208335,0.5405486871164196,561.1833371050967,0,0,Adamawa,Mayo-Belwa
NGA.2.13_1,2025,Sep-Dec,3.0,280309.60984977894,0.3848465422916474,795.5692651411287,32.80282532619146,0.2911983610364075,0.4963826366675984,707.1366992791607,0,0,Adamawa,Michika
NGA.2.14_1,2025,Sep-Dec,3.0,273587.22884714603,0.3813597415590725,777.744884884206,32.41280054667848,0.3456253311308369,0.484052359226421,673.0821235879432,0,0,Adamawa,Mubi North
NGA.2.15_1,2025,Sep-Dec,3.0,234658.8577375032,0.4059748994841103,818.5920895825068,32.06891714192997,0.3197089324239429,0.5043290997325697,699.3565091248114,0,0,Adamawa,Mubi South
NGA.2.16_1,2025,Sep-Dec,3.0,165308.23704373036,0.3401564323489778,531.3350655957331,33.54802301813505,0.3259319790671668,0.4314591051715808,416.51793450946354,0,0,Adamawa,Numan
NGA.2.17_1,2025,Sep-Dec,3.0,268125.013996441,0.3360889866524525,655.9574597662122,34.08998627486383,0.3078570927412616,0.430144023656942,527.7785154967428,0,0,Adamawa,Shelleng
NGA.2.18_1,2025,Sep-Dec,3.0,352447.3951820683,0.3594396638370512,671.5560445298992,34.1531224188496,0.2968730178258617,0.4630601108149787,546.2335258891235,0,0,Adamawa,Song
NGA.2.19_1,2025,Sep-Dec,2.0,94218.72159760867,0.5807558352082344,903.3621220840124,27.14238728970416,0.2798172832442319,0.6209417482973771,616.6269002328229,0,0,Adamawa,Teungo
NGA.2.1_1,2025,Sep-Dec,3.0,322146.2291783727,0.3518205270823885,567.5587870071128,33.95462168617661,0.3666681022224154,0.4475654735308023,445.73714376421,0,0,Adamawa,Demsa
NGA.2.20_1,2025,Sep-Dec,3.0,360546.5413400103,0.3499153199371967,607.0048706530063,32.726489356099286,1.28766556774514,0.4113125504994855,475.3884644426958,0,0,Adamawa,Yola North
NGA.2.21_1,2025,Sep-Dec,2.0,354268.13346563664,0.3601916386513678,663.3581511780861,34.584530933240785,0.5288843131129631,0.4605551854403968,517.6610574313814,0,0,Adamawa,Yola South
NGA.2.2_1,2025,Sep-Dec,3.0,378216.89607358206,0.3964752116938221,718.7378775461876,34.23647798308915,0.2889153815395427,0.5093008506201545,562.3307010137084,0,0,Adamawa,Fufore
NGA.2.3_1,2025,Sep-Dec,3.0,306871.75973543234,0.4621326815138653,860.8776925464716,30.744950233316576,0.2899644207862964,0.5440924346435091,612.7694553804415,0,0,Adamawa,Ganye
NGA.2.4_1,2025,Sep-Dec,3.0,240244.398457169,0.3306636369638052,758.6871674360917,34.828651375692864,0.3111443674326862,0.4286202814592306,609.3344707627965,0,0,Adamawa,Girie
NGA.2.5_1,2025,Sep-Dec,3.0,266855.8786904069,0.3581134986856351,612.791066338316,33.73494990525008,0.3292919959683172,0.4579076690270612,490.7304741970373,0,0,Adamawa,Gombi
NGA.2.6_1,2025,Sep-Dec,3.0,318712.16429994296,0.2885879176447874,569.3644984629933,34.45004168798432,0.2871135970331135,0.3788347183886749,450.8390805133017,0,0,Adamawa,Guyuk
NGA.2.7_1,2025,Sep-Dec,3.0,231401.3431179869,0.3410329000927785,727.8605125198541,34.186313775926344,0.3056151384303638,0.445315789545385,613.0647855060713,7,33,Adamawa,Hong
NGA.2.8_1,2025,Sep-Dec,3.0,304158.5906182923,0.4424865704529329,840.1547847681592,33.28647221309604,0.3412956256371811,0.583095040035471,628.7404492537034,0,0,Adamawa,Jada
NGA.2.9_1,2025,Sep-Dec,3.0,200888.8713832161,0.362855098611818,537.6544624984492,32.08752070618432,0.3780902110321116,0.4260758553947522,421.2278469027253,2,2,Adamawa,Lamurde
NGA.20.10_1,2025,Sep-Dec,2.0,460165.0,0.3209645598935933,728.624003106489,33.441027757973174,0.5407136705696006,0.4417791078632611,692.7007134853943,0,0,Kano,Dawakin Tofa
NGA.20.11_1,2025,Sep-Dec,2.0,281569.0,0.42733490454508,846.2114846014479,31.285450767596263,0.3445134038127418,0.573272705318507,709.3270610582397,0,0,Kano,Doguwa
NGA.20.12_1,2025,Sep-Dec,2.0,373997.0,0.2237935180036146,773.882359836855,34.36902058029213,19.428268723726728,0.2708177371518606,740.0598109870359,0,0,Kano,Fagge
NGA.20.13_1,2025,Sep-Dec,2.0,394759.0,0.3198225910847549,665.5023860693854,34.47050407568178,0.3533106478503569,0.4313299804646025,646.8446265108062,0,0,Kano,Gabasawa
NGA.20.14_1,2025,Sep-Dec,2.0,302729.0,0.3483311741494557,689.6958097281047,33.17022818664595,0.3385689736420431,0.4825585573473548,641.0702292163556,0,0,Kano,Garko
NGA.20.15_1,2025,Sep-Dec,2.0,221716.0,0.3481888257343382,718.7121298822085,32.197576497184,0.5073926298624437,0.4631976660401382,669.3391372707969,0,0,Kano,Garum Mallam
NGA.20.16_1,2025,Sep-Dec,2.0,387686.0,0.3363603676458471,657.1551969258168,33.72512690679558,0.3485369721433111,0.4593003655964473,626.1611785684863,0,0,Kano,Gaya
NGA.20.17_1,2025,Sep-Dec,2.0,527698.0,0.3123649295175824,745.0317980615571,33.860383835005926,2.244681508624082,0.4406691753320111,717.9418987192187,0,0,Kano,Gezawa
NGA.20.18_1,2025,Sep-Dec,2.0,668812.0,0.2206932665801848,760.9109412208803,33.96334914328958,11.664762523540142,0.2791981757742824,722.0142339146277,0,0,Kano,Gwale
NGA.20.19_1,2025,Sep-Dec,2.0,343210.0,0.3223512373436518,709.925421079647,32.583116081338325,0.3794610563697326,0.4519571836747605,658.3754001405522,0,0,Kano,Gwarzo
NGA.20.1_1,2025,Sep-Dec,2.0,322623.0,0.3174617322484637,645.7773789902178,34.041611342775205,0.3529160716978222,0.416529670747353,621.6951152461513,0,0,Kano,Ajingi
NGA.20.20_1,2025,Sep-Dec,2.0,286266.0,0.3196353259214133,711.1972692780628,33.125872984498606,0.3838759764957014,0.4351527698243477,664.1805007549917,0,0,Kano,Kabo
NGA.20.21_1,2025,Sep-Dec,2.0,693888.0,0.2083372583500814,739.87653846511,34.084713406593835,9.61738899644796,0.2713298066800651,703.631402949841,0,0,Kano,Kano
NGA.20.22_1,2025,Sep-Dec,2.0,269233.0,0.273387834346354,707.155981409472,31.186663555303443,0.3037811644565028,0.369807189667759,647.4495340246488,0,0,Kano,Karaye
NGA.20.23_1,2025,Sep-Dec,2.0,259089.0,0.3382344258317614,695.4648125314878,32.80659220454364,0.3240650674471704,0.4675059815741272,642.5665564744226,0,0,Kano,Kibiya
NGA.20.24_1,2025,Sep-Dec,2.0,499362.0,0.3409155658310243,696.4770897674885,31.86563417534113,0.3191252530950952,0.4784842381813263,637.5201472937069,0,0,Kano,Kiru
NGA.20.25_1,2025,Sep-Dec,2.0,550245.0,0.2986510270312745,731.5014920280772,33.399135502193005,3.5555895708900622,0.4056755127298443,694.7540634147791,0,0,Kano,Kumbotso
NGA.20.26_1,2025,Sep-Dec,2.0,205918.0,0.3088021987885946,627.4353872496378,33.340116224789256,0.3629981291517174,0.4231504485431125,599.1244603963129,0,0,Kano,Kunchi
NGA.20.27_1,2025,Sep-Dec,2.0,267456.0,0.4138622025897812,697.5980857511029,31.209453436740336,0.4801686174152454,0.512951052497289,660.4814641438043,0,0,Kano,Kura
NGA.20.28_1,2025,Sep-Dec,2.0,257346.0,0.3512620195719789,723.7198670180634,32.80835892481928,0.4811236436277477,0.4869731750999078,679.5559840048561,0,0,Kano,Madobi
NGA.20.29_1,2025,Sep-Dec,2.0,411376.0,0.3305340809828038,605.8807738454018,33.65474805022127,0.3498970915215902,0.4504221645660973,581.1803425386913,0,0,Kano,Makoda
NGA.20.2_1,2025,Sep-Dec,2.0,350714.0,0.3320518564912689,685.4321884339868,33.74357431413794,0.3324341387327089,0.4535578948390568,648.3603645303541,0,0,Kano,Albasu
NGA.20.30_1,2025,Sep-Dec,2.0,410473.0,0.3246319443113271,725.2127009360587,33.843187656550235,0.4552715401436428,0.4577901891960776,695.631645956793,0,0,Kano,Minjibir
NGA.20.31_1,2025,Sep-Dec,2.0,1114748.0,0.1733149889823717,768.5550088106896,35.47705991671443,9.825534176765984,0.2163008780715811,734.6523944011036,0,0,Kano,Nasarawa
NGA.20.32_1,2025,Sep-Dec,2.0,277141.0,0.2882110725735876,675.5505031455048,30.93483464822941,0.3497507302413989,0.3745680014366273,622.7066924912236,0,0,Kano,Rano
NGA.20.33_1,2025,Sep-Dec,2.0,193210.0,0.3374520871697634,726.5138415268999,33.024963620517745,0.3959515476798743,0.4756215104442057,680.1428497733345,0,0,Kano,Rimin Gado
NGA.20.34_1,2025,Sep-Dec,2.0,425418.0,0.3283877506681865,697.7022418167659,31.27534838746526,0.316241085943852,0.4678518931435084,625.6569384631874,0,0,Kano,Rogo
NGA.20.35_1,2025,Sep-Dec,2.0,260044.0,0.3148461706344345,748.7681207206026,32.99595151615134,0.3417330128518396,0.434252534633732,703.6715208356251,0,0,Kano,Shanono
NGA.20.36_1,2025,Sep-Dec,2.0,467981.0,0.3653530375495344,719.2401103800219,32.47694992654499,0.3076937830631185,0.5051960411632677,660.4700021758206,0,0,Kano,Sumaila
