GID_2,exercise_year,exercise_label,phase_class,population,ndvi_mean_6m,rainfall_sum_6m,lst_mean_6m,nightlight_mean_6m,ndvi_mean_3m,rainfall_sum_3m,conflict_events_6m,conflict_fatalities_6m,state,lga
NGA.12.7_1,2025,Sep-Dec,2.0,178702.0,0.4656198929611399,736.9335577143726,28.19664422513908,0.3307018866363129,0.4649575814054958,461.2388147164265,0,0,Edo,Etsako Central
NGA.12.8_1,2025,Sep-Dec,2.0,279418.0,0.502335768765667,738.2037234507686,27.190573956099144,0.473437453721977,0.4907125856038564,475.8654355648098,0,0,Edo,Etsako East
NGA.12.9_1,2025,Sep-Dec,2.0,377352.0,0.4666719946853212,739.1750363948379,28.082220844253253,0.550601497803468,0.4390492894418785,441.79770953928175,1,1,Edo,Etsako West
NGA.13.10_1,2025,Sep-Dec,2.0,276711.50199034985,0.50031741635535,808.0983376736234,26.14316069189348,0.5650235294388123,0.4271428333933844,494.9775349524403,0,0,Ekiti,Ikere
NGA.13.11_1,2025,Sep-Dec,3.0,317421.57204717,0.6220375682422347,831.487344086587,26.074966525096936,0.3086881722236375,0.6284256878238496,549.5506020924672,0,0,Ekiti,Ikole
NGA.13.12_1,2025,Sep-Dec,3.0,80948.889760219,0.6077975195923252,772.5374762768699,25.718624702958568,0.3328262160885403,0.5925329221840457,498.3550652433207,0,0,Ekiti,Ilejemeje
NGA.13.13_1,2025,Sep-Dec,2.0,244621.77436686444,0.5290429541575723,809.807332446551,25.73381330979836,0.4880033260244494,0.4660253622449326,512.8784081201402,0,0,Ekiti,Irepodun/Ifelodun
NGA.13.14_1,2025,Sep-Dec,2.0,212250.78665102087,0.4942073515839507,892.0073044152924,24.742491854481944,0.3373031696590703,0.4123157472139546,567.4798761217862,0,0,Ekiti,Ise/Orun
NGA.13.15_1,2025,Sep-Dec,3.0,270844.1556928122,0.5632837543273304,743.9106900441618,25.16105602655443,0.3823062825520771,0.5106244374470594,461.1008871364246,0,0,Ekiti,Moba
NGA.13.16_1,2025,Sep-Dec,3.0,256665.666798572,0.6240395615660582,797.5135534162309,25.72634178590765,0.3447632345907577,0.6357078316691622,512.304135458256,0,0,Ekiti,Oye
NGA.13.1_1,2025,Sep-Dec,2.0,584294.5587538392,0.5103171729509542,824.8748124072706,26.278456084739904,0.873778393421602,0.4704235897866824,518.1147169368047,0,0,Ekiti,Ado-Ekiti
