GID_2,exercise_year,exercise_label,exercise_order,phase_class
NGA.20.13_1,2024,Sep-Dec,20243,2.0
NGA.20.13_1,2025,Jan-May,20251,2.0
NGA.20.13_1,2025,Sep-Dec,20253,2.0
NGA.20.14_1,2019,Sep-Dec,20193,1.0
NGA.20.14_1,2020,Jan-May,20201,1.0
NGA.20.14_1,2020,Sep-Dec,20203,1.0
NGA.20.14_1,2021,Jan-May,20211,1.0
NGA.20.14_1,2021,Sep-Dec,20213,1.0
NGA.20.14_1,2022,Jan-May,20221,1.0
NGA.20.14_1,2022,Sep-Dec,20223,2.0
NGA.20.14_1,2023,Jan-May,20231,2.0
NGA.20.14_1,2023,Sep-Dec,20233,2.0
NGA.20.14_1,2024,Jan-May,20241,2.0
NGA.20.14_1,2024,Sep-Dec,20243,2.0
NGA.20.14_1,2025,Jan-May,20251,2.0
NGA.20.14_1,2025,Sep-Dec,20253,2.0
NGA.20.15_1,2019,Sep-Dec,20193,1.0
NGA.20.15_1,2020,Jan-May,20201,2.0
NGA.20.15_1,2020,Sep-Dec,20203,2.0
NGA.20.15_1,2021,Jan-May,20211,2.0
NGA.20.15_1,2021,Sep-Dec,20213,2.0
NGA.20.15_1,2022,Jan-May,20221,2.0
NGA.20.15_1,2022,Sep-Dec,20223,2.0
NGA.20.15_1,2023,Jan-May,20231,1.0
NGA.20.15_1,2023,Sep-Dec,20233,2.0
NGA.20.15_1,2024,Jan-May,20241,2.0
NGA.20.15_1,2024,Sep-Dec,20243,2.0
NGA.20.15_1,2025,Jan-May,20251,2.0
NGA.20.15_1,2025,Sep-Dec,20253,2.0
NGA.20.16_1,2019,Sep-Dec,20193,1.0
NGA.20.16_1,2020,Jan-May,20201,1.0
NGA.20.16_1,2020,Sep-Dec,20203,1.0
NGA.20.16_1,2021,Jan-May,20211,1.0
NGA.20.16_1,2021,Sep-Dec,20213,1.0
NGA.20.16_1,2022,Jan-May,20221,1.0
NGA.20.16_1,2022,Sep-Dec,20223,2.0
NGA.20.16_1,2023,Jan-May,20231,2.0
NGA.20.16_1,2023,Sep-Dec,20233,2.0
NGA.20.16_1,2024,Jan-May,20241,2.0
NGA.20.16_1,2024,Sep-Dec,20243,2.0
NGA.20.16_1,2025,Jan-May,20251,2.0
NGA.20.16_1,2025,Sep-Dec,20253,2.0
NGA.20.17_1,2019,Sep-Dec,20193,1.0
NGA.20.17_1,2020,Jan-May,20201,2.0
NGA.20.17_1,2020,Sep-Dec,20203,2.0
NGA.20.17_1,2021,Jan-May,20211,2.0
NGA.20.17_1,2021,Sep-Dec,20213,2.0
NGA.20.17_1,2022,Jan-May,20221,2.0
NGA.20.17_1,2022,Sep-Dec,20223,2.0
NGA.20.17_1,2023,Jan-May,20231,1.0
NGA.20.17_1,2023,Sep-Dec,20233,2.0
NGA.20.17_1,2024,Jan-May,20241,2.0
NGA.20.17_1,2024,Sep-Dec,20243,2.0
NGA.20.17_1,2025,Jan-May,20251,2.0
NGA.20.17_1,2025,Sep-Dec,20253,2.0
NGA.20.18_1,2019,Sep-Dec,20193,1.0
NGA.20.18_1,2020,Jan-May,20201,2.0
NGA.20.18_1,2020,Sep-Dec,20203,2.0
NGA.20.18_1,2021,Jan-May,20211,2.0
NGA.20.18_1,2021,Sep-Dec,20213,2.0
NGA.20.18_1,2022,Jan-May,20221,2.0
NGA.20.18_1,2022,Sep-Dec,20223,2.0
NGA.20.18_1,2023,Jan-May,20231,1.0
NGA.20.18_1,2023,Sep-Dec,20233,2.0
NGA.20.18_1,2024,Jan-May,20241,2.0
NGA.20.18_1,2024,Sep-Dec,20243,2.0
NGA.20.18_1,2025,Jan-May,20251,2.0
NGA.20.18_1,2025,Sep-Dec,20253,2.0
NGA.20.19_1,2019,Sep-Dec,20193,1.0
NGA.20.19_1,2020,Jan-May,20201,1.0
NGA.20.19_1,2020,Sep-Dec,20203,1.0
NGA.20.19_1,2021,Jan-May,20211,1.0
NGA.20.19_1,2021,Sep-Dec,20213,2.0
NGA.20.19_1,2022,Jan-May,20221,1.0
NGA.20.19_1,2022,Sep-Dec,20223,2.0
NGA.20.19_1,2023,Jan-May,20231,2.0
NGA.20.19_1,2023,Sep-Dec,20233,2.0
NGA.20.19_1,2024,Jan-May,20241,2.0
NGA.20.19_1,2024,Sep-Dec,20243,2.0
NGA.20.19_1,2025,Jan-May,20251,2.0
NGA.20.19_1,2025,Sep-Dec,20253,2.0
NGA.20.1_1,2019,Sep-Dec,20193,1.0
NGA.20.1_1,2020,Jan-May,20201,1.0
NGA.20.1_1,2020,Sep-Dec,20203,1.0
NGA.20.1_1,2021,Jan-May,20211,1.0
NGA.20.1_1,2021,Sep-Dec,20213,1.0
NGA.20.1_1,2022,Jan-May,20221,1.0
NGA.20.1_1,2022,Sep-Dec,20223,2.0
NGA.20.1_1,2023,Jan-May,20231,2.0
NGA.20.1_1,2023,Sep-Dec,20233,2.0
NGA.20.1_1,2024,Jan-May,20241,2.0
NGA.20.1_1,2024,Sep-Dec,20243,2.0
NGA.20.1_1,2025,Jan-May,20251,2.0
NGA.20.1_1,2025,Sep-Dec,20253,2.0
NGA.20.20_1,2019,Sep-Dec,20193,1.0
NGA.20.20_1,2020,Jan-May,20201,1.0
NGA.20.20_1,2020,Sep-Dec,20203,1.0
NGA.20.20_1,2021,Jan-May,20211,1.0
NGA.20.20_1,2021,Sep-Dec,20213,2.0
NGA.20.20_1,2022,Jan-May,20221,1.0
NGA.20.20_1,2022,Sep-Dec,20223,2.0
NGA.20.20_1,2023,Jan-May,20231,2.0
NGA.20.20_1,2023,Sep-Dec,20233,2.0
NGA.20.20_1,2024,Jan-May,20241,2.0
NGA.20.20_1,2024,Sep-Dec,20243,2.0
NGA.20.20_1,2025,Jan-May,20251,2.0
NGA.20.20_1,2025,Sep-Dec,20253,2.0
NGA.20.21_1,2019,Sep-Dec,20193,1.0
NGA.20.21_1,2020,Jan-May,20201,2.0
NGA.20.21_1,2020,Sep-Dec,20203,2.0
NGA.20.21_1,2021,Jan-May,20211,2.0
NGA.20.21_1,2021,Sep-Dec,20213,2.0
NGA.20.21_1,2022,Jan-May,20221,2.0
NGA.20.21_1,2022,Sep-Dec,20223,2.0
NGA.20.21_1,2023,Jan-May,20231,1.0
NGA.20.21_1,2023,Sep-Dec,20233,2.0
NGA.20.21_1,2024,Jan-May,20241,2.0
NGA.20.21_1,2024,Sep-Dec,20243,2.0
NGA.20.21_1,2025,Jan-May,20251,2.0
NGA.20.21_1,2025,Sep-Dec,20253,2.0
NGA.20.22_1,2019,Sep-Dec,20193,1.0
NGA.20.22_1,2020,Jan-May,20201,1.0
NGA.20.22_1,2020,Sep-Dec,20203,1.0
NGA.20.22_1,2021,Jan-May,20211,1.0
NGA.20.22_1,2021,Sep-Dec,20213,1.0
NGA.20.22_1,2022,Jan-May,20221,1.0
NGA.20.22_1,2022,Sep-Dec,20223,2.0
NGA.20.22_1,2023,Jan-May,20231,2.0
NGA.20.22_1,2023,Sep-Dec,20233,2.0
NGA.20.22_1,2024,Jan-May,20241,2.0
NGA.20.22_1,2024,Sep-Dec,20243,2.0
NGA.20.22_1,2025,Jan-May,20251,2.0
NGA.20.22_1,2025,Sep-Dec,20253,2.0
NGA.20.23_1,2019,Sep-Dec,20193,1.0
NGA.20.23_1,2020,Jan-May,20201,1.0
NGA.20.23_1,2020,Sep-Dec,20203,1.0
NGA.20.23_1,2021,Jan-May,20211,1.0
NGA.20.23_1,2021,Sep-Dec,20213,1.0
NGA.20.23_1,2022,Jan-May,20221,1.0
NGA.20.23_1,2022,Sep-Dec,20223,2.0
NGA.20.23_1,2023,Jan-May,20231,2.0
NGA.20.23_1,2023,Sep-Dec,20233,2.0
NGA.20.23_1,2024,Jan-May,20241,2.0
NGA.20.23_1,2024,Sep-Dec,20243,2.0
NGA.20.23_1,2025,Jan-May,20251,2.0
NGA.20.23_1,2025,Sep-Dec,20253,2.0
NGA.20.24_1,2019,Sep-Dec,20193,1.0
NGA.20.24_1,2020,Jan-May,20201,1.0
NGA.20.24_1,2020,Sep-Dec,20203,1.0
NGA.20.24_1,2021,Jan-May,20211,1.0
NGA.20.24_1,2021,Sep-Dec,20213,1.0
NGA.20.24_1,2022,Jan-May,20221,1.0
NGA.20.24_1,2022,Sep-Dec,20223,2.0
NGA.20.24_1,2023,Jan-May,20231,2.0
NGA.20.24_1,2023,Sep-Dec,20233,2.0
NGA.20.24_1,2024,Jan-May,20241,2.0
NGA.20.24_1,2024,Sep-Dec,20243,2.0
NGA.20.24_1,2025,Jan-May,20251,2.0
NGA.20.24_1,2025,Sep-Dec,20253,2.0
NGA.20.25_1,2019,Sep-Dec,20193,1.0
NGA.20.25_1,2020,Jan-May,20201,2.0
NGA.20.25_1,2020,Sep-Dec,20203,2.0
NGA.20.25_1,2021,Jan-May,20211,2.0
NGA.20.25_1,2021,Sep-Dec,20213,2.0
NGA.20.25_1,2022,Jan-May,20221,2.0
NGA.20.25_1,2022,Sep-Dec,20223,2.0
NGA.20.25_1,2023,Jan-May,20231,1.0
NGA.20.25_1,2023,Sep-Dec,20233,2.0
NGA.20.25_1,2024,Jan-May,20241,2.0
NGA.20.25_1,2024,Sep-Dec,20243,2.0
NGA.20.25_1,2025,Jan-May,20251,2.0
NGA.20.25_1,2025,Sep-Dec,20253,2.0
NGA.20.26_1,2019,Sep-Dec,20193,1.0
NGA.20.26_1,2020,Jan-May,20201,1.0
NGA.20.26_1,2020,Sep-Dec,20203,1.0
NGA.20.26_1,2021,Jan-May,20211,1.0
NGA.20.26_1,2021,Sep-Dec,20213,2.0
NGA.20.26_1,2022,Jan-May,20221,1.0
NGA.20.26_1,2022,Sep-Dec,20223,2.0
NGA.20.26_1,2023,Jan-May,20231,2.0
NGA.20.26_1,2023,Sep-Dec,20233,2.0
NGA.20.26_1,2024,Jan-May,20241,2.0
NGA.20.26_1,2024,Sep-Dec,20243,2.0
NGA.20.26_1,2025,Jan-May,20251,2.0
NGA.20.26_1,2025,Sep-Dec,20253,2.0
NGA.20.27_1,2019,Sep-Dec,20193,1.0
NGA.20.27_1,2020,Jan-May,20201,2.0
NGA.20.27_1,2020,Sep-Dec,20203,2.0
NGA.20.27_1,2021,Jan-May,20211,2.0
NGA.20.27_1,2021,Sep-Dec,20213,2.0
NGA.20.27_1,2022,Jan-May,20221,2.0
NGA.20.27_1,2022,Sep-Dec,20223,2.0
NGA.20.27_1,2023,Jan-May,20231,1.0
NGA.20.27_1,2023,Sep-Dec,20233,2.0
NGA.20.27_1,2024,Jan-May,20241,2.0
NGA.20.27_1,2024,Sep-Dec,20243,2.0
NGA.20.27_1,2025,Jan-May,20251,2.0
NGA.20.27_1,2025,Sep-Dec,20253,2.0
NGA.20.28_1,2019,Sep-Dec,20193,1.0
NGA.20.28_1,2020,Jan-May,20201,2.0
NGA.20.28_1,2020,Sep-Dec,20203,2.0
NGA.20.28_1,2021,Jan-May,20211,2.0
NGA.20.28_1,2021,Sep-Dec,20213,2.0
NGA.20.28_1,2022,Jan-May,20221,2.0
NGA.20.28_1,2022,Sep-Dec,20223,2.0
NGA.20.28_1,2023,Jan-May,20231,1.0
NGA.20.28_1,2023,Sep-Dec,20233,2.0
NGA.20.28_1,2024,Jan-May,20241,2.0
NGA.20.28_1,2024,Sep-Dec,20243,2.0
NGA.20.28_1,2025,Jan-May,20251,2.0
NGA.20.28_1,2025,Sep-Dec,20253,2.0
NGA.20.29_1,2019,Sep-Dec,20193,1.0
NGA.20.29_1,2020,Jan-May,20201,1.0
NGA.20.29_1,2020,Sep-Dec,20203,1.0
NGA.20.29_1,2021,Jan-May,20211,1.0
NGA.20.29_1,2021,Sep-Dec,20213,2.0
NGA.20.29_1,2022,Jan-May,20221,1.0
NGA.20.29_1,2022,Sep-Dec,20223,2.0
NGA.20.29_1,2023,Jan-May,20231,2.0
NGA.20.29_1,2023,Sep-Dec,20233,2.0
NGA.20.29_1,2024,Jan-May,20241,2.0
NGA.20.29_1,2024,Sep-Dec,20243,2.0
NGA.20.29_1,2025,Jan-May,20251,2.0
NGA.20.29_1,2025,Sep-Dec,20253,2.0
NGA.20.2_1,2019,Sep-Dec,20193,1.0
NGA.20.2_1,2020,Jan-May,20201,1.0
NGA.20.2_1,2020,Sep-Dec,20203,1.0
NGA.20.2_1,2021,Jan-May,20211,1.0
NGA.20.2_1,2021,Sep-Dec,20213,1.0
NGA.20.2_1,2022,Jan-May,20221,1.0
NGA.20.2_1,2022,Sep-Dec,20223,2.0
NGA.20.2_1,2023,Jan-May,20231,2.0
NGA.20.2_1,2023,Sep-Dec,20233,2.0
NGA.20.2_1,2024,Jan-May,20241,2.0
NGA.20.2_1,2024,Sep-Dec,20243,2.0
NGA.20.2_1,2025,Jan-May,20251,2.0
NGA.20.2_1,2025,Sep-Dec,20253,2.0
NGA.20.30_1,2019,Sep-Dec,20193,1.0
NGA.20.30_1,2020,Jan-May,20201,2.0
NGA.20.30_1,2020,Sep-Dec,20203,2.0
NGA.20.30_1,2021,Jan-May,20211,2.0
NGA.20.30_1,2021,Sep-Dec,20213,2.0
NGA.20.30_1,2022,Jan-May,20221,2.0
NGA.20.30_1,2022,Sep-Dec,20223,2.0
NGA.20.30_1,2023,Jan-May,20231,1.0
NGA.20.30_1,2023,Sep-Dec,20233,2.0
NGA.20.30_1,2024,Jan-May,20241,2.0
NGA.20.30_1,2024,Sep-Dec,20243,2.0
NGA.20.30_1,2025,Jan-May,20251,2.0
NGA.20.30_1,2025,Sep-Dec,20253,2.0
NGA.20.31_1,2019,Sep-Dec,20193,1.0
NGA.20.31_1,2020,Jan-May,20201,2.0
NGA.20.31_1,2020,Sep-Dec,20203,2.0
NGA.20.31_1,2021,Jan-May,20211,2.0
NGA.20.31_1,2021,Sep-Dec,20213,2.0
NGA.20.31_1,2022,Jan-May,20221,2.0
NGA.20.31_1,2022,Sep-Dec,20223,2.0
NGA.20.31_1,2023,Jan-May,20231,1.0
NGA.20.31_1,2023,Sep-Dec,20233,2.0
NGA.20.31_1,2024,Jan-May,20241,2.0
NGA.20.31_1,2024,Sep-Dec,20243,2.0
NGA.20.31_1,2025,Jan-May,20251,2.0
NGA.20.31_1,2025,Sep-Dec,20253,2.0
NGA.20.32_1,2019,Sep-Dec,20193,1.0
NGA.20.32_1,2020,Jan-May,20201,1.0
NGA.20.32_1,2020,Sep-Dec,20203,1.0
NGA.20.32_1,2021,Jan-May,20211,1.0
NGA.20.32_1,2021,Sep-Dec,20213,1.0
NGA.20.32_1,2022,Jan-May,20221,1.0
NGA.20.32_1,2022,Sep-Dec,20223,2.0
NGA.20.32_1,2023,Jan-May,20231,2.0
NGA.20.32_1,2023,Sep-Dec,20233,2.0
NGA.20.32_1,2024,Jan-May,20241,2.0
NGA.20.32_1,2024,Sep-Dec,20243,2.0
NGA.20.32_1,2025,Jan-May,20251,2.0
NGA.20.32_1,2025,Sep-Dec,20253,2.0
NGA.20.33_1,2019,Sep-Dec,20193,1.0
NGA.20.33_1,2020,Jan-May,20201,1.0
NGA.20.33_1,2020,Sep-Dec,20203,1.0
NGA.20.33_1,2021,Jan-May,20211,1.0
NGA.20.33_1,2021,Sep-Dec,20213,2.0
NGA.20.33_1,2022,Jan-May,20221,1.0
NGA.20.33_1,2022,Sep-Dec,20223,2.0
NGA.20.33_1,2023,Jan-May,20231,2.0
NGA.20.33_1,2023,Sep-Dec,20233,2.0
NGA.20.33_1,2024,Jan-May,20241,2.0
NGA.20.33_1,2024,Sep-Dec,20243,2.0
NGA.20.33_1,2025,Jan-May,20251,2.0
NGA.20.33_1,2025,Sep-Dec,20253,2.0
NGA.20.34_1,2019,Sep-Dec,20193,1.0
NGA.20.34_1,2020,Jan-May,20201,1.0
NGA.20.34_1,2020,Sep-Dec,20203,1.0
NGA.20.34_1,2021,Jan-May,20211,1.0
NGA.20.34_1,2021,Sep-Dec,20213,1.0
NGA.20.34_1,2022,Jan-May,20221,1.0
NGA.20.34_1,2022,Sep-Dec,20223,2.0
NGA.20.34_1,2023,Jan-May,20231,2.0
NGA.20.34_1,2023,Sep-Dec,20233,2.0
NGA.20.34_1,2024,Jan-May,20241,2.0
NGA.20.34_1,2024,Sep-Dec,20243,2.0
NGA.20.34_1,2025,Jan-May,20251,2.0
NGA.20.34_1,2025,Sep-Dec,20253,2.0
NGA.20.35_1,2019,Sep-Dec,20193,1.0
NGA.20.35_1,2020,Jan-May,20201,1.0
NGA.20.35_1,2020,Sep-Dec,20203,1.0
NGA.20.35_1,2021,Jan-May,20211,1.0
NGA.20.35_1,2021,Sep-Dec,20213,2.0
NGA.20.35_1,2022,Jan-May,20221,1.0
NGA.20.35_1,2022,Sep-Dec,20223,2.0
NGA.20.35_1,2023,Jan-May,20231,2.0
NGA.20.35_1,2023,Sep-Dec,20233,2.0
NGA.20.35_1,2024,Jan-May,20241,2.0
NGA.20.35_1,2024,Sep-Dec,20243,2.0
NGA.20.35_1,2025,Jan-May,20251,2.0
NGA.20.35_1,2025,Sep-Dec,20253,2.0
NGA.20.36_1,2019,Sep-Dec,20193,1.0
NGA.20.36_1,2020,Jan-May,20201,1.0
NGA.20.36_1,2020,Sep-Dec,20203,1.0
NGA.20.36_1,2021,Jan-May,20211,1.0
NGA.20.36_1,2021,Sep-Dec,20213,1.0
NGA.20.36_1,2022,Jan-May,20221,1.0
NGA.20.36_1,2022,Sep-Dec,20223,2.0
NGA.20.36_1,2023,Jan-May,20231,2.0
NGA.20.36_1,2023,Sep-Dec,20233,2.0
NGA.20.36_1,2024,Jan-May,20241,2.0
NGA.20.36_1,2024,Sep-Dec,20243,2.0
NGA.20.36_1,2025,Jan-May,20251,2.0
NGA.20.36_1,2025,Sep-Dec,20253,2.0
NGA.20.37_1,2019,Sep-Dec,20193,1.0
NGA.20.37_1,2020,Jan-May,20201,1.0
NGA.20.37_1,2020,Sep-Dec,20203,1.0
NGA.20.37_1,2021,Jan-May,20211,1.0
NGA.20.37_1,2021,Sep-Dec,20213,1.0
NGA.20.37_1,2022,Jan-May,20221,1.0
NGA.20.37_1,2022,Sep-Dec,20223,2.0
NGA.20.37_1,2023,Jan-May,20231,2.0
NGA.20.37_1,2023,Sep-Dec,20233,2.0
NGA.20.37_1,2024,Jan-May,20241,2.0
NGA.20.37_1,2024,Sep-Dec,20243,2.0
NGA.20.37_1,2025,Jan-May,20251,2.0
NGA.20.37_1,2025,Sep-Dec,20253,2.0
NGA.20.38_1,2019,Sep-Dec,20193,1.0
NGA.20.38_1,2020,Jan-May,20201,2.0
NGA.20.38_1,2020,Sep-Dec,20203,2.0
NGA.20.38_1,2021,Jan-May,20211,2.0
NGA.20.38_1,2021,Sep-Dec,20213,2.0
NGA.20.38_1,2022,Jan-May,20221,2.0
NGA.20.38_1,2022,Sep-Dec,20223,2.0
NGA.20.38_1,2023,Jan-May,20231,1.0
NGA.20.38_1,2023,Sep-Dec,20233,2.0
NGA.20.38_1,2024,Jan-May,20241,2.0
NGA.20.38_1,2024,Sep-Dec,20243,2.0
NGA.20.38_1,2025,Jan-May,20251,2.0
NGA.20.38_1,2025,Sep-Dec,20253,2.0
NGA.20.39_1,2019,Sep-Dec,20193,1.0
NGA.20.39_1,2020,Jan-May,20201,1.0
NGA.20.39_1,2020,Sep-Dec,20203,1.0
NGA.20.39_1,2021,Jan-May,20211,1.0
NGA.20.39_1,2021,Sep-Dec,20213,2.0
NGA.20.39_1,2022,Jan-May,20221,1.0
NGA.20.39_1,2022,Sep-Dec,20223,2.0
NGA.20.39_1,2023,Jan-May,20231,2.0
NGA.20.39_1,2023,Sep-Dec,20233,2.0
NGA.20.39_1,2024,Jan-May,20241,2.0
NGA.20.39_1,2024,Sep-Dec,20243,2.0
NGA.20.39_1,2025,Jan-May,20251,2.0
NGA.20.39_1,2025,Sep-Dec,20253,2.0
NGA.20.3_1,2019,Sep-Dec,20193,1.0
NGA.20.3_1,2020,Jan-May,20201,1.0
NGA.20.3_1,2020,Sep-Dec,20203,1.0
NGA.20.3_1,2021,Jan-May,20211,1.0
NGA.20.3_1,2021,Sep-Dec,20213,2.0
NGA.20.3_1,2022,Jan-May,20221,1.0
NGA.20.3_1,2022,Sep-Dec,20223,2.0
NGA.20.3_1,2023,Jan-May,20231,2.0
NGA.20.3_1,2023,Sep-Dec,20233,2.0
NGA.20.3_1,2024,Jan-May,20241,2.0
NGA.20.3_1,2024,Sep-Dec,20243,2.0
NGA.20.3_1,2025,Jan-May,20251,2.0
NGA.20.3_1,2025,Sep-Dec,20253,2.0
NGA.20.40_1,2019,Sep-Dec,20193,1.0
NGA.20.40_1,2020,Jan-May,20201,1.0
NGA.20.40_1,2020,Sep-Dec,20203,1.0
NGA.20.40_1,2021,Jan-May,20211,1.0
NGA.20.40_1,2021,Sep-Dec,20213,2.0
NGA.20.40_1,2022,Jan-May,20221,1.0
NGA.20.40_1,2022,Sep-Dec,20223,2.0
NGA.20.40_1,2023,Jan-May,20231,2.0
NGA.20.40_1,2023,Sep-Dec,20233,2.0
NGA.20.40_1,2024,Jan-May,20241,2.0
NGA.20.40_1,2024,Sep-Dec,20243,2.0
NGA.20.40_1,2025,Jan-May,20251,2.0
NGA.20.40_1,2025,Sep-Dec,20253,2.0
NGA.20.41_1,2019,Sep-Dec,20193,1.0
NGA.20.41_1,2020,Jan-May,20201,1.0
NGA.20.41_1,2020,Sep-Dec,20203,1.0
NGA.20.41_1,2021,Jan-May,20211,1.0
NGA.20.41_1,2021,Sep-Dec,20213,1.0
NGA.20.41_1,2022,Jan-May,20221,1.0
NGA.20.41_1,2022,Sep-Dec,20223,2.0
NGA.20.41_1,2023,Jan-May,20231,2.0
NGA.20.41_1,2023,Sep-Dec,20233,2.0
NGA.20.41_1,2024,Jan-May,20241,2.0
NGA.20.41_1,2024,Sep-Dec,20243,2.0
NGA.20.41_1,2025,Jan-May,20251,2.0
NGA.20.41_1,2025,Sep-Dec,20253,2.0
NGA.20.42_1,2019,Sep-Dec,20193,1.0
NGA.20.42_1,2020,Jan-May,20201,2.0
NGA.20.42_1,2020,Sep-Dec,20203,2.0
NGA.20.42_1,2021,Jan-May,20211,2.0
NGA.20.42_1,2021,Sep-Dec,20213,2.0
NGA.20.42_1,2022,Jan-May,20221,2.0
NGA.20.42_1,2022,Sep-Dec,20223,2.0
NGA.20.42_1,2023,Jan-May,20231,1.0
NGA.20.42_1,2023,Sep-Dec,20233,2.0
NGA.20.42_1,2024,Jan-May,20241,2.0
NGA.20.42_1,2024,Sep-Dec,20243,2.0
NGA.20.42_1,2025,Jan-May,20251,2.0
NGA.20.42_1,2025,Sep-Dec,20253,2.0
NGA.20.43_1,2019,Sep-Dec,20193,1.0
NGA.20.43_1,2020,Jan-May,20201,2.0
NGA.20.43_1,2020,Sep-Dec,20203,2.0
NGA.20.43_1,2021,Jan-May,20211,2.0
NGA.20.43_1,2021,Sep-Dec,20213,2.0
NGA.20.43_1,2022,Jan-May,20221,2.0
NGA.20.43_1,2022,Sep-Dec,20223,2.0
NGA.20.43_1,2023,Jan-May,20231,1.0
NGA.20.43_1,2023,Sep-Dec,20233,2.0
NGA.20.43_1,2024,Jan-May,20241,2.0
NGA.20.43_1,2024,Sep-Dec,20243,2.0
NGA.20.43_1,2025,Jan-May,20251,2.0
NGA.20.43_1,2025,Sep-Dec,20253,2.0
NGA.20.44_1,2019,Sep-Dec,20193,1.0
NGA.20.44_1,2020,Jan-May,20201,1.0
NGA.20.44_1,2020,Sep-Dec,20203,1.0
NGA.20.44_1,2021,Jan-May,20211,1.0
NGA.20.44_1,2021,Sep-Dec,20213,1.0
NGA.20.44_1,2022,Jan-May,20221,1.0
NGA.20.44_1,2022,Sep-Dec,20223,2.0
NGA.20.44_1,2023,Jan-May,20231,2.0
NGA.20.44_1,2023,Sep-Dec,20233,2.0
NGA.20.44_1,2024,Jan-May,20241,2.0
NGA.20.44_1,2024,Sep-Dec,20243,2.0
NGA.20.44_1,2025,Jan-May,20251,2.0
NGA.20.44_1,2025,Sep-Dec,20253,2.0
NGA.20.4_1,2019,Sep-Dec,20193,1.0
NGA.20.4_1,2020,Jan-May,20201,1.0
NGA.20.4_1,2020,Sep-Dec,20203,1.0
NGA.20.4_1,2021,Jan-May,20211,1.0
NGA.20.4_1,2021,Sep-Dec,20213,1.0
NGA.20.4_1,2022,Jan-May,20221,1.0
NGA.20.4_1,2022,Sep-Dec,20223,2.0
NGA.20.4_1,2023,Jan-May,20231,2.0
NGA.20.4_1,2023,Sep-Dec,20233,2.0
NGA.20.4_1,2024,Jan-May,20241,2.0
NGA.20.4_1,2024,Sep-Dec,20243,2.0
NGA.20.4_1,2025,Jan-May,20251,2.0
NGA.20.4_1,2025,Sep-Dec,20253,2.0
NGA.20.5_1,2019,Sep-Dec,20193,1.0
NGA.20.5_1,2020,Jan-May,20201,1.0
NGA.20.5_1,2020,Sep-Dec,20203,1.0
NGA.20.5_1,2021,Jan-May,20211,1.0
NGA.20.5_1,2021,Sep-Dec,20213,2.0
NGA.20.5_1,2022,Jan-May,20221,1.0
NGA.20.5_1,2022,Sep-Dec,20223,2.0
NGA.20.5_1,2023,Jan-May,20231,2.0
NGA.20.5_1,2023,Sep-Dec,20233,2.0
NGA.20.5_1,2024,Jan-May,20241,2.0
NGA.20.5_1,2024,Sep-Dec,20243,2.0
NGA.20.5_1,2025,Jan-May,20251,2.0
NGA.20.5_1,2025,Sep-Dec,20253,2.0
NGA.20.6_1,2019,Sep-Dec,20193,1.0
NGA.20.6_1,2020,Jan-May,20201,1.0
NGA.20.6_1,2020,Sep-Dec,20203,1.0
NGA.20.6_1,2021,Jan-May,20211,1.0
NGA.20.6_1,2021,Sep-Dec,20213,1.0
NGA.20.6_1,2022,Jan-May,20221,1.0
NGA.20.6_1,2022,Sep-Dec,20223,2.0
NGA.20.6_1,2023,Jan-May,20231,2.0
NGA.20.6_1,2023,Sep-Dec,20233,2.0
NGA.20.6_1,2024,Jan-May,20241,2.0
NGA.20.6_1,2024,Sep-Dec,20243,2.0
NGA.20.6_1,2025,Jan-May,20251,2.0
NGA.20.6_1,2025,Sep-Dec,20253,2.0
NGA.20.7_1,2019,Sep-Dec,20193,1.0
NGA.20.7_1,2020,Jan-May,20201,2.0
NGA.20.7_1,2020,Sep-Dec,20203,2.0
NGA.20.7_1,2021,Jan-May,20211,2.0
NGA.20.7_1,2021,Sep-Dec,20213,2.0
NGA.20.7_1,2022,Jan-May,20221,2.0
NGA.20.7_1,2022,Sep-Dec,20223,2.0
NGA.20.7_1,2023,Jan-May,20231,1.0
NGA.20.7_1,2023,Sep-Dec,20233,2.0
NGA.20.7_1,2024,Jan-May,20241,2.0
NGA.20.7_1,2024,Sep-Dec,20243,2.0
NGA.20.7_1,2025,Jan-May,20251,2.0
NGA.20.7_1,2025,Sep-Dec,20253,2.0
NGA.20.8_1,2019,Sep-Dec,20193,1.0
NGA.20.8_1,2020,Jan-May,20201,1.0
NGA.20.8_1,2020,Sep-Dec,20203,1.0
NGA.20.8_1,2021,Jan-May,20211,1.0
NGA.20.8_1,2021,Sep-Dec,20213,2.0
NGA.20.8_1,2022,Jan-May,20221,1.0
NGA.20.8_1,2022,Sep-Dec,20223,2.0
NGA.20.8_1,2023,Jan-May,20231,2.0
NGA.20.8_1,2023,Sep-Dec,20233,2.0
NGA.20.8_1,2024,Jan-May,20241,2.0
NGA.20.8_1,2024,Sep-Dec,20243,2.0
NGA.20.8_1,2025,Jan-May,20251,2.0
NGA.20.8_1,2025,Sep-Dec,20253,2.0
NGA.20.9_1,2019,Sep-Dec,20193,1.0
NGA.20.9_1,2020,Jan-May,20201,2.0
NGA.20.9_1,2020,Sep-Dec,20203,2.0
NGA.20.9_1,2021,Jan-May,20211,2.0
NGA.20.9_1,2021,Sep-Dec,20213,2.0
NGA.20.9_1,2022,Jan-May,20221,2.0
