GID_2,exercise_year,exercise_label,exercise_order,phase_class
NGA.1.10_1,2022,Jan-May,20221,2.0
NGA.1.10_1,2022,Sep-Dec,20223,2.0
NGA.1.10_1,2023,Jan-May,20231,2.0
NGA.1.10_1,2023,Sep-Dec,20233,2.0
NGA.1.10_1,2024,Jan-May,20241,2.0
NGA.1.10_1,2024,Sep-Dec,20243,2.0
NGA.1.10_1,2025,Jan-May,20251,2.0
NGA.1.10_1,2025,Sep-Dec,20253,2.0
NGA.1.11_1,2022,Jan-May,20221,2.0
NGA.1.11_1,2022,Sep-Dec,20223,2.0
NGA.1.11_1,2023,Jan-May,20231,2.0
NGA.1.11_1,2023,Sep-Dec,20233,2.0
NGA.1.11_1,2024,Jan-May,20241,2.0
NGA.1.11_1,2024,Sep-Dec,20243,2.0
NGA.1.11_1,2025,Jan-May,20251,2.0
NGA.1.11_1,2025,Sep-Dec,20253,2.0
NGA.1.12_1,2022,Jan-May,20221,2.0
NGA.1.12_1,2022,Sep-Dec,20223,2.0
NGA.1.12_1,2023,Jan-May,20231,2.0
NGA.1.12_1,2023,Sep-Dec,20233,2.0
NGA.1.12_1,2024,Jan-May,20241,2.0
NGA.1.12_1,2024,Sep-Dec,20243,2.0
NGA.1.12_1,2025,Jan-May,20251,2.0
NGA.1.12_1,2025,Sep-Dec,20253,2.0
NGA.1.13_1,2022,Jan-May,20221,2.0
NGA.1.13_1,2022,Sep-Dec,20223,2.0
NGA.1.13_1,2023,Jan-May,20231,2.0
NGA.1.13_1,2023,Sep-Dec,20233,2.0
NGA.1.13_1,2024,Jan-May,20241,2.0
NGA.1.13_1,2024,Sep-Dec,20243,2.0
NGA.1.13_1,2025,Jan-May,20251,2.0
NGA.1.13_1,2025,Sep-Dec,20253,2.0
NGA.1.14_1,2022,Jan-May,20221,2.0
NGA.1.14_1,2022,Sep-Dec,20223,2.0
NGA.1.14_1,2023,Jan-May,20231,2.0
NGA.1.14_1,2023,Sep-Dec,20233,2.0
NGA.1.14_1,2024,Jan-May,20241,2.0
NGA.1.14_1,2024,Sep-Dec,20243,2.0
NGA.1.14_1,2025,Jan-May,20251,2.0
NGA.1.14_1,2025,Sep-Dec,20253,2.0
NGA.1.15_1,2022,Jan-May,20221,2.0
NGA.1.15_1,2022,Sep-Dec,20223,2.0
NGA.1.15_1,2023,Jan-May,20231,2.0
NGA.1.15_1,2023,Sep-Dec,20233,2.0
NGA.1.15_1,2024,Jan-May,20241,2.0
NGA.1.15_1,2024,Sep-Dec,20243,2.0
NGA.1.15_1,2025,Jan-May,20251,2.0
NGA.1.15_1,2025,Sep-Dec,20253,2.0
NGA.1.16_1,2022,Jan-May,20221,2.0
NGA.1.16_1,2022,Sep-Dec,20223,2.0
NGA.1.16_1,2023,Jan-May,20231,2.0
NGA.1.16_1,2023,Sep-Dec,20233,2.0
NGA.1.16_1,2024,Jan-May,20241,2.0
NGA.1.16_1,2024,Sep-Dec,20243,2.0
NGA.1.16_1,2025,Jan-May,20251,2.0
NGA.1.16_1,2025,Sep-Dec,20253,2.0
NGA.1.17_1,2022,Jan-May,20221,2.0
NGA.1.17_1,2022,Sep-Dec,20223,2.0
NGA.1.17_1,2023,Jan-May,20231,2.0
NGA.1.17_1,2023,Sep-Dec,20233,2.0
NGA.1.17_1,2024,Jan-May,20241,2.0
NGA.1.17_1,2024,Sep-Dec,20243,2.0
NGA.1.17_1,2025,Jan-May,20251,2.0
NGA.1.17_1,2025,Sep-Dec,20253,2.0
NGA.1.1_1,2022,Jan-May,20221,2.0
NGA.1.1_1,2022,Sep-Dec,20223,2.0
NGA.1.1_1,2023,Jan-May,20231,2.0
NGA.1.1_1,2023,Sep-Dec,20233,2.0
NGA.1.1_1,2024,Jan-May,20241,2.0
NGA.1.1_1,2024,Sep-Dec,20243,2.0
NGA.1.1_1,2025,Jan-May,20251,2.0
NGA.1.1_1,2025,Sep-Dec,20253,2.0
NGA.1.2_1,2022,Jan-May,20221,2.0
NGA.1.2_1,2022,Sep-Dec,20223,2.0
NGA.1.2_1,2023,Jan-May,20231,2.0
NGA.1.2_1,2023,Sep-Dec,20233,2.0
NGA.1.2_1,2024,Jan-May,20241,2.0
NGA.1.2_1,2024,Sep-Dec,20243,2.0
NGA.1.2_1,2025,Jan-May,20251,2.0
NGA.1.2_1,2025,Sep-Dec,20253,2.0
NGA.1.3_1,2022,Jan-May,20221,2.0
NGA.1.3_1,2022,Sep-Dec,20223,2.0
NGA.1.3_1,2023,Jan-May,20231,2.0
NGA.1.3_1,2023,Sep-Dec,20233,2.0
NGA.1.3_1,2024,Jan-May,20241,2.0
NGA.1.3_1,2024,Sep-Dec,20243,2.0
NGA.1.3_1,2025,Jan-May,20251,2.0
NGA.1.3_1,2025,Sep-Dec,20253,2.0
NGA.1.4_1,2022,Jan-May,20221,2.0
NGA.1.4_1,2022,Sep-Dec,20223,2.0
NGA.1.4_1,2023,Jan-May,20231,2.0
NGA.1.4_1,2023,Sep-Dec,20233,2.0
NGA.1.4_1,2024,Jan-May,20241,2.0
NGA.1.4_1,2024,Sep-Dec,20243,2.0
NGA.1.4_1,2025,Jan-May,20251,2.0
NGA.1.4_1,2025,Sep-Dec,20253,2.0
NGA.1.5_1,2022,Jan-May,20221,2.0
NGA.1.5_1,2022,Sep-Dec,20223,2.0
NGA.1.5_1,2023,Jan-May,20231,2.0
NGA.1.5_1,2023,Sep-Dec,20233,2.0
NGA.1.5_1,2024,Jan-May,20241,2.0
NGA.1.5_1,2024,Sep-Dec,20243,2.0
NGA.1.5_1,2025,Jan-May,20251,2.0
NGA.1.5_1,2025,Sep-Dec,20253,2.0
NGA.1.6_1,2022,Jan-May,20221,2.0
NGA.1.6_1,2022,Sep-Dec,20223,2.0
NGA.1.6_1,2023,Jan-May,20231,2.0
NGA.1.6_1,2023,Sep-Dec,20233,2.0
NGA.1.6_1,2024,Jan-May,20241,2.0
NGA.1.6_1,2024,Sep-Dec,20243,2.0
NGA.1.6_1,2025,Jan-May,20251,2.0
NGA.1.6_1,2025,Sep-Dec,20253,2.0
NGA.1.7_1,2022,Jan-May,20221,2.0
NGA.1.7_1,2022,Sep-Dec,20223,2.0
NGA.1.7_1,2023,Jan-May,20231,2.0
NGA.1.7_1,2023,Sep-Dec,20233,2.0
NGA.1.7_1,2024,Jan-May,20241,2.0
NGA.1.7_1,2024,Sep-Dec,20243,2.0
NGA.1.7_1,2025,Jan-May,20251,2.0
NGA.1.7_1,2025,Sep-Dec,20253,2.0
NGA.1.8_1,2022,Jan-May,20221,2.0
NGA.1.8_1,2022,Sep-Dec,20223,2.0
NGA.1.8_1,2023,Jan-May,20231,2.0
NGA.1.8_1,2023,Sep-Dec,20233,2.0
NGA.1.8_1,2024,Jan-May,20241,2.0
NGA.1.8_1,2024,Sep-Dec,20243,2.0
NGA.1.8_1,2025,Jan-May,20251,2.0
NGA.1.8_1,2025,Sep-Dec,20253,2.0
NGA.1.9_1,2022,Jan-May,20221,2.0
NGA.1.9_1,2022,Sep-Dec,20223,2.0
NGA.1.9_1,2023,Jan-May,20231,2.0
NGA.1.9_1,2023,Sep-Dec,20233,2.0
NGA.1.9_1,2024,Jan-May,20241,2.0
NGA.1.9_1,2024,Sep-Dec,20243,2.0
NGA.1.9_1,2025,Jan-May,20251,2.0
NGA.1.9_1,2025,Sep-Dec,20253,2.0
NGA.12.10_1,2021,Sep-Dec,20213,2.0
NGA.12.10_1,2022,Jan-May,20221,2.0
NGA.12.10_1,2022,Sep-Dec,20223,2.0
NGA.12.10_1,2023,Jan-May,20231,2.0
NGA.12.10_1,2023,Sep-Dec,20233,2.0
NGA.12.10_1,2024,Jan-May,20241,2.0
NGA.12.10_1,2024,Sep-Dec,20243,2.0
NGA.12.10_1,2025,Jan-May,20251,2.0
NGA.12.10_1,2025,Sep-Dec,20253,2.0
NGA.12.11_1,2021,Sep-Dec,20213,2.0
NGA.12.11_1,2022,Jan-May,20221,1.0
NGA.12.11_1,2022,Sep-Dec,20223,2.0
NGA.12.11_1,2023,Jan-May,20231,2.0
NGA.12.11_1,2023,Sep-Dec,20233,2.0
NGA.12.11_1,2024,Jan-May,20241,2.0
NGA.12.11_1,2024,Sep-Dec,20243,2.0
NGA.12.11_1,2025,Jan-May,20251,2.0
NGA.12.11_1,2025,Sep-Dec,20253,2.0
NGA.12.12_1,2021,Sep-Dec,20213,2.0
NGA.12.12_1,2022,Jan-May,20221,1.0
NGA.12.12_1,2022,Sep-Dec,20223,2.0
NGA.12.12_1,2023,Jan-May,20231,2.0
NGA.12.12_1,2023,Sep-Dec,20233,2.0
NGA.12.12_1,2024,Jan-May,20241,2.0
NGA.12.12_1,2024,Sep-Dec,20243,2.0
NGA.12.12_1,2025,Jan-May,20251,2.0
NGA.12.12_1,2025,Sep-Dec,20253,2.0
NGA.12.13_1,2021,Sep-Dec,20213,2.0
NGA.12.13_1,2022,Jan-May,20221,1.0
NGA.12.13_1,2022,Sep-Dec,20223,2.0
NGA.12.13_1,2023,Jan-May,20231,2.0
NGA.12.13_1,2023,Sep-Dec,20233,2.0
NGA.12.13_1,2024,Jan-May,20241,2.0
NGA.12.13_1,2024,Sep-Dec,20243,2.0
NGA.12.13_1,2025,Jan-May,20251,2.0
NGA.12.13_1,2025,Sep-Dec,20253,2.0
NGA.12.14_1,2021,Sep-Dec,20213,2.0
NGA.12.14_1,2022,Jan-May,20221,1.0
NGA.12.14_1,2022,Sep-Dec,20223,2.0
NGA.12.14_1,2023,Jan-May,20231,2.0
NGA.12.14_1,2023,Sep-Dec,20233,2.0
NGA.12.14_1,2024,Jan-May,20241,2.0
NGA.12.14_1,2024,Sep-Dec,20243,2.0
NGA.12.14_1,2025,Jan-May,20251,2.0
NGA.12.14_1,2025,Sep-Dec,20253,2.0
NGA.12.15_1,2021,Sep-Dec,20213,2.0
NGA.12.15_1,2022,Jan-May,20221,2.0
NGA.12.15_1,2022,Jan-May,20221,1.0
NGA.12.15_1,2022,Sep-Dec,20223,2.0
NGA.12.15_1,2023,Jan-May,20231,2.0
NGA.12.15_1,2023,Sep-Dec,20233,2.0
NGA.12.15_1,2024,Jan-May,20241,2.0
NGA.12.15_1,2024,Sep-Dec,20243,2.0
NGA.12.15_1,2025,Jan-May,20251,2.0
NGA.12.15_1,2025,Sep-Dec,20253,2.0
NGA.12.16_1,2021,Sep-Dec,20213,2.0
NGA.12.16_1,2022,Jan-May,20221,2.0
NGA.12.16_1,2022,Sep-Dec,20223,2.0
NGA.12.16_1,2023,Jan-May,20231,2.0
NGA.12.16_1,2023,Sep-Dec,20233,2.0
NGA.12.16_1,2024,Jan-May,20241,2.0
NGA.12.16_1,2024,Sep-Dec,20243,2.0
NGA.12.16_1,2025,Jan-May,20251,2.0
NGA.12.16_1,2025,Sep-Dec,20253,2.0
NGA.12.17_1,2021,Sep-Dec,20213,2.0
NGA.12.17_1,2022,Jan-May,20221,2.0
NGA.12.17_1,2022,Sep-Dec,20223,2.0
NGA.12.17_1,2023,Jan-May,20231,2.0
NGA.12.17_1,2023,Sep-Dec,20233,2.0
NGA.12.17_1,2024,Jan-May,20241,2.0
NGA.12.17_1,2024,Sep-Dec,20243,2.0
NGA.12.17_1,2025,Jan-May,20251,2.0
NGA.12.17_1,2025,Sep-Dec,20253,2.0
NGA.12.18_1,2021,Sep-Dec,20213,2.0
NGA.12.18_1,2022,Jan-May,20221,1.0
NGA.12.18_1,2022,Sep-Dec,20223,2.0
NGA.12.18_1,2023,Jan-May,20231,2.0
NGA.12.18_1,2023,Sep-Dec,20233,2.0
NGA.12.18_1,2024,Jan-May,20241,2.0
NGA.12.18_1,2024,Sep-Dec,20243,2.0
NGA.12.18_1,2025,Jan-May,20251,2.0
NGA.12.18_1,2025,Sep-Dec,20253,2.0
NGA.12.1_1,2021,Sep-Dec,20213,2.0
NGA.12.1_1,2022,Jan-May,20221,2.0
NGA.12.1_1,2022,Sep-Dec,20223,2.0
NGA.12.1_1,2023,Jan-May,20231,2.0
NGA.12.1_1,2023,Sep-Dec,20233,2.0
NGA.12.1_1,2024,Jan-May,20241,2.0
NGA.12.1_1,2024,Sep-Dec,20243,2.0
NGA.12.1_1,2025,Jan-May,20251,2.0
NGA.12.1_1,2025,Sep-Dec,20253,2.0
NGA.12.2_1,2021,Sep-Dec,20213,2.0
NGA.12.2_1,2022,Jan-May,20221,1.0
NGA.12.2_1,2022,Sep-Dec,20223,2.0
NGA.12.2_1,2023,Jan-May,20231,2.0
NGA.12.2_1,2023,Sep-Dec,20233,2.0
NGA.12.2_1,2024,Jan-May,20241,2.0
NGA.12.2_1,2024,Sep-Dec,20243,2.0
NGA.12.2_1,2025,Jan-May,20251,2.0
NGA.12.2_1,2025,Sep-Dec,20253,2.0
NGA.12.3_1,2021,Sep-Dec,20213,2.0
NGA.12.3_1,2022,Jan-May,20221,2.0
NGA.12.3_1,2022,Sep-Dec,20223,2.0
NGA.12.3_1,2023,Jan-May,20231,2.0
NGA.12.3_1,2023,Sep-Dec,20233,2.0
NGA.12.3_1,2024,Jan-May,20241,2.0
NGA.12.3_1,2024,Sep-Dec,20243,2.0
NGA.12.3_1,2025,Jan-May,20251,2.0
NGA.12.3_1,2025,Sep-Dec,20253,2.0
NGA.12.4_1,2021,Sep-Dec,20213,2.0
NGA.12.4_1,2022,Jan-May,20221,2.0
NGA.12.4_1,2022,Sep-Dec,20223,2.0
NGA.12.4_1,2023,Jan-May,20231,2.0
NGA.12.4_1,2023,Sep-Dec,20233,2.0
NGA.12.4_1,2024,Jan-May,20241,2.0
NGA.12.4_1,2024,Sep-Dec,20243,2.0
NGA.12.4_1,2025,Jan-May,20251,2.0
NGA.12.4_1,2025,Sep-Dec,20253,2.0
NGA.12.5_1,2021,Sep-Dec,20213,2.0
NGA.12.5_1,2022,Sep-Dec,20223,2.0
NGA.12.5_1,2023,Jan-May,20231,2.0
NGA.12.5_1,2023,Sep-Dec,20233,2.0
NGA.12.5_1,2024,Jan-May,20241,2.0
NGA.12.5_1,2024,Sep-Dec,20243,2.0
NGA.12.5_1,2025,Jan-May,20251,2.0
NGA.12.5_1,2025,Sep-Dec,20253,2.0
NGA.12.6_1,2021,Sep-Dec,20213,2.0
NGA.12.6_1,2022,Jan-May,20221,2.0
NGA.12.6_1,2022,Sep-Dec,20223,2.0
NGA.12.6_1,2023,Jan-May,20231,2.0
NGA.12.6_1,2023,Sep-Dec,20233,2.0
NGA.12.6_1,2024,Jan-May,20241,2.0
NGA.12.6_1,2024,Sep-Dec,20243,2.0
NGA.12.6_1,2025,Jan-May,20251,2.0
NGA.12.6_1,2025,Sep-Dec,20253,2.0
NGA.12.7_1,2021,Sep-Dec,20213,2.0
NGA.12.7_1,2022,Jan-May,20221,2.0
NGA.12.7_1,2022,Sep-Dec,20223,2.0
NGA.12.7_1,2023,Jan-May,20231,2.0
NGA.12.7_1,2023,Sep-Dec,20233,2.0
NGA.12.7_1,2024,Jan-May,20241,2.0
NGA.12.7_1,2024,Sep-Dec,20243,2.0
NGA.12.7_1,2025,Jan-May,20251,2.0
NGA.12.7_1,2025,Sep-Dec,20253,2.0
NGA.12.8_1,2021,Sep-Dec,20213,2.0
NGA.12.8_1,2022,Jan-May,20221,2.0
NGA.12.8_1,2022,Sep-Dec,20223,2.0
NGA.12.8_1,2023,Jan-May,20231,2.0
NGA.12.8_1,2023,Sep-Dec,20233,2.0
NGA.12.8_1,2024,Jan-May,20241,2.0
NGA.12.8_1,2024,Sep-Dec,20243,2.0
NGA.12.8_1,2025,Jan-May,20251,2.0
NGA.12.8_1,2025,Sep-Dec,20253,2.0
NGA.12.9_1,2021,Sep-Dec,20213,2.0
NGA.12.9_1,2022,Jan-May,20221,2.0
NGA.12.9_1,2022,Sep-Dec,20223,2.0
NGA.12.9_1,2023,Jan-May,20231,2.0
NGA.12.9_1,2023,Sep-Dec,20233,2.0
NGA.12.9_1,2024,Jan-May,20241,2.0
NGA.12.9_1,2024,Sep-Dec,20243,2.0
NGA.12.9_1,2025,Jan-May,20251,2.0
NGA.12.9_1,2025,Sep-Dec,20253,2.0
NGA.13.10_1,2025,Sep-Dec,20253,2.0
NGA.13.11_1,2025,Sep-Dec,20253,3.0
NGA.13.12_1,2025,Sep-Dec,20253,3.0
NGA.13.13_1,2025,Sep-Dec,20253,2.0
NGA.13.14_1,2025,Sep-Dec,20253,2.0
NGA.13.15_1,2025,Sep-Dec,20253,3.0
NGA.13.16_1,2025,Sep-Dec,20253,3.0
NGA.13.1_1,2025,Sep-Dec,20253,2.0
NGA.13.2_1,2025,Sep-Dec,20253,2.0
NGA.13.3_1,2025,Sep-Dec,20253,2.0
NGA.13.4_1,2025,Sep-Dec,20253,2.0
NGA.13.5_1,2025,Sep-Dec,20253,2.0
NGA.13.6_1,2025,Sep-Dec,20253,2.0
NGA.13.7_1,2025,Sep-Dec,20253,2.0
NGA.13.8_1,2025,Sep-Dec,20253,3.0
NGA.13.9_1,2025,Sep-Dec,20253,2.0
NGA.14.10_1,2021,Sep-Dec,20213,1.0
NGA.14.10_1,2022,Jan-May,20221,2.0
NGA.14.10_1,2022,Sep-Dec,20223,2.0
NGA.14.10_1,2023,Jan-May,20231,2.0
NGA.14.10_1,2023,Sep-Dec,20233,2.0
NGA.14.10_1,2024,Jan-May,20241,2.0
NGA.14.10_1,2024,Sep-Dec,20243,2.0
NGA.14.10_1,2025,Jan-May,20251,2.0
NGA.14.10_1,2025,Sep-Dec,20253,2.0
NGA.14.11_1,2021,Sep-Dec,20213,1.0
NGA.14.11_1,2022,Jan-May,20221,2.0
NGA.14.11_1,2022,Sep-Dec,20223,2.0
NGA.14.11_1,2023,Jan-May,20231,2.0
NGA.14.11_1,2023,Sep-Dec,20233,2.0
NGA.14.11_1,2024,Jan-May,20241,2.0
NGA.14.11_1,2024,Sep-Dec,20243,2.0
NGA.14.11_1,2025,Jan-May,20251,2.0
NGA.14.11_1,2025,Sep-Dec,20253,2.0
NGA.14.12_1,2021,Sep-Dec,20213,1.0
NGA.14.12_1,2022,Jan-May,20221,2.0
NGA.14.12_1,2022,Sep-Dec,20223,2.0
NGA.14.12_1,2023,Jan-May,20231,2.0
NGA.14.12_1,2023,Sep-Dec,20233,2.0
NGA.14.12_1,2024,Jan-May,20241,2.0
NGA.14.12_1,2024,Sep-Dec,20243,2.0
NGA.14.12_1,2025,Jan-May,20251,2.0
NGA.14.12_1,2025,Sep-Dec,20253,2.0
NGA.14.13_1,2021,Sep-Dec,20213,1.0
NGA.14.13_1,2022,Jan-May,20221,2.0
NGA.14.13_1,2022,Sep-Dec,20223,3.0
NGA.14.13_1,2023,Jan-May,20231,2.0
NGA.14.13_1,2023,Sep-Dec,20233,1.0
NGA.14.13_1,2024,Jan-May,20241,2.0
NGA.14.13_1,2024,Sep-Dec,20243,2.0
NGA.14.13_1,2025,Jan-May,20251,2.0
NGA.14.13_1,2025,Sep-Dec,20253,2.0
NGA.14.14_1,2021,Sep-Dec,20213,1.0
NGA.14.14_1,2022,Jan-May,20221,2.0
NGA.14.14_1,2022,Sep-Dec,20223,2.0
NGA.14.14_1,2023,Jan-May,20231,2.0
NGA.14.14_1,2023,Sep-Dec,20233,2.0
NGA.14.14_1,2024,Jan-May,20241,2.0
NGA.14.14_1,2024,Sep-Dec,20243,2.0
NGA.14.14_1,2025,Jan-May,20251,2.0
NGA.14.14_1,2025,Sep-Dec,20253,2.0
NGA.14.15_1,2021,Sep-Dec,20213,1.0
NGA.14.15_1,2022,Jan-May,20221,2.0
NGA.14.15_1,2022,Sep-Dec,20223,3.0
NGA.14.15_1,2023,Jan-May,20231,2.0
NGA.14.15_1,2023,Sep-Dec,20233,1.0
NGA.14.15_1,2024,Jan-May,20241,2.0
NGA.14.15_1,2024,Sep-Dec,20243,2.0
NGA.14.15_1,2025,Jan-May,20251,2.0
NGA.14.15_1,2025,Sep-Dec,20253,2.0
NGA.14.16_1,2021,Sep-Dec,20213,1.0
NGA.14.16_1,2022,Jan-May,20221,2.0
NGA.14.16_1,2022,Sep-Dec,20223,2.0
NGA.14.16_1,2023,Jan-May,20231,2.0
NGA.14.16_1,2023,Sep-Dec,20233,2.0
NGA.14.16_1,2024,Jan-May,20241,2.0
NGA.14.16_1,2024,Sep-Dec,20243,2.0
NGA.14.16_1,2025,Jan-May,20251,2.0
NGA.14.16_1,2025,Sep-Dec,20253,2.0
NGA.14.17_1,2021,Sep-Dec,20213,1.0
NGA.14.17_1,2022,Jan-May,20221,2.0
NGA.14.17_1,2022,Sep-Dec,20223,3.0
NGA.14.17_1,2023,Jan-May,20231,2.0
NGA.14.17_1,2023,Sep-Dec,20233,1.0
NGA.14.17_1,2024,Jan-May,20241,2.0
NGA.14.17_1,2024,Sep-Dec,20243,2.0
NGA.14.17_1,2025,Jan-May,20251,2.0
NGA.14.17_1,2025,Sep-Dec,20253,2.0
NGA.14.1_1,2021,Sep-Dec,20213,1.0
NGA.14.1_1,2022,Jan-May,20221,2.0
NGA.14.1_1,2022,Sep-Dec,20223,2.0
NGA.14.1_1,2023,Jan-May,20231,2.0
NGA.14.1_1,2023,Sep-Dec,20233,2.0
NGA.14.1_1,2024,Jan-May,20241,2.0
NGA.14.1_1,2024,Sep-Dec,20243,2.0
NGA.14.1_1,2025,Jan-May,20251,2.0
NGA.14.1_1,2025,Sep-Dec,20253,2.0
NGA.14.2_1,2021,Sep-Dec,20213,1.0
NGA.14.2_1,2022,Jan-May,20221,2.0
NGA.14.2_1,2022,Sep-Dec,20223,2.0
NGA.14.2_1,2023,Jan-May,20231,2.0
NGA.14.2_1,2023,Sep-Dec,20233,2.0
NGA.14.2_1,2024,Jan-May,20241,2.0
NGA.14.2_1,2024,Sep-Dec,20243,2.0
NGA.14.2_1,2025,Jan-May,20251,2.0
NGA.14.2_1,2025,Sep-Dec,20253,2.0
NGA.14.3_1,2021,Sep-Dec,20213,1.0
NGA.14.3_1,2022,Jan-May,20221,2.0
NGA.14.3_1,2022,Sep-Dec,20223,2.0
NGA.14.3_1,2023,Jan-May,20231,2.0
NGA.14.3_1,2023,Sep-Dec,20233,2.0
NGA.14.3_1,2024,Jan-May,20241,2.0
NGA.14.3_1,2024,Sep-Dec,20243,2.0
NGA.14.3_1,2025,Jan-May,20251,2.0
NGA.14.3_1,2025,Sep-Dec,20253,2.0
NGA.14.4_1,2021,Sep-Dec,20213,1.0
NGA.14.4_1,2022,Jan-May,20221,2.0
NGA.14.4_1,2022,Sep-Dec,20223,2.0
NGA.14.4_1,2023,Jan-May,20231,2.0
NGA.14.4_1,2023,Sep-Dec,20233,2.0
NGA.14.4_1,2024,Jan-May,20241,2.0
NGA.14.4_1,2024,Sep-Dec,20243,2.0
NGA.14.4_1,2025,Jan-May,20251,2.0
NGA.14.4_1,2025,Sep-Dec,20253,2.0
NGA.14.5_1,2021,Sep-Dec,20213,1.0
NGA.14.5_1,2022,Jan-May,20221,2.0
NGA.14.5_1,2022,Sep-Dec,20223,2.0
NGA.14.5_1,2023,Jan-May,20231,2.0
NGA.14.5_1,2023,Sep-Dec,20233,2.0
NGA.14.5_1,2024,Jan-May,20241,2.0
NGA.14.5_1,2024,Sep-Dec,20243,2.0
NGA.14.5_1,2025,Jan-May,20251,2.0
NGA.14.5_1,2025,Sep-Dec,20253,2.0
NGA.14.6_1,2021,Sep-Dec,20213,1.0
NGA.14.6_1,2022,Jan-May,20221,2.0
NGA.14.6_1,2022,Sep-Dec,20223,2.0
NGA.14.6_1,2023,Jan-May,20231,2.0
NGA.14.6_1,2023,Sep-Dec,20233,2.0
NGA.14.6_1,2024,Jan-May,20241,2.0
NGA.14.6_1,2024,Sep-Dec,20243,2.0
NGA.14.6_1,2025,Jan-May,20251,2.0
NGA.14.6_1,2025,Sep-Dec,20253,2.0
NGA.14.7_1,2021,Sep-Dec,20213,1.0
NGA.14.7_1,2022,Jan-May,20221,2.0
NGA.14.7_1,2022,Sep-Dec,20223,3.0
NGA.14.7_1,2023,Jan-May,20231,2.0
NGA.14.7_1,2023,Sep-Dec,20233,1.0
NGA.14.7_1,2024,Jan-May,20241,2.0
NGA.14.7_1,2024,Sep-Dec,20243,2.0
NGA.14.7_1,2025,Jan-May,20251,2.0
NGA.14.7_1,2025,Sep-Dec,20253,2.0
NGA.14.8_1,2021,Sep-Dec,20213,1.0
NGA.14.8_1,2022,Jan-May,20221,2.0
NGA.14.8_1,2022,Sep-Dec,20223,3.0
NGA.14.8_1,2023,Jan-May,20231,2.0
NGA.14.8_1,2023,Sep-Dec,20233,1.0
NGA.14.8_1,2024,Jan-May,20241,2.0
NGA.14.8_1,2024,Sep-Dec,20243,2.0
NGA.14.8_1,2025,Jan-May,20251,2.0
NGA.14.8_1,2025,Sep-Dec,20253,2.0
NGA.14.9_1,2021,Sep-Dec,20213,1.0
NGA.14.9_1,2022,Jan-May,20221,2.0
NGA.14.9_1,2022,Sep-Dec,20223,3.0
NGA.14.9_1,2023,Jan-May,20231,2.0
NGA.14.9_1,2023,Sep-Dec,20233,1.0
NGA.14.9_1,2024,Jan-May,20241,2.0
NGA.14.9_1,2024,Sep-Dec,20243,2.0
NGA.14.9_1,2025,Jan-May,20251,2.0
NGA.14.9_1,2025,Sep-Dec,20253,2.0
NGA.15.1_1,2019,Sep-Dec,20193,1.0
NGA.15.1_1,2020,Jan-May,20201,1.0
NGA.15.1_1,2020,Sep-Dec,20203,2.0
NGA.15.1_1,2021,Jan-May,20211,2.0
NGA.15.1_1,2021,Sep-Dec,20213,1.0
NGA.15.1_1,2022,Jan-May,20221,3.0
NGA.15.1_1,2022,Sep-Dec,20223,2.0
NGA.15.1_1,2023,Jan-May,20231,2.0
NGA.15.1_1,2023,Sep-Dec,20233,2.0
NGA.15.1_1,2024,Jan-May,20241,2.0
NGA.15.1_1,2024,Sep-Dec,20243,3.0
NGA.15.1_1,2025,Jan-May,20251,2.0
NGA.15.1_1,2025,Sep-Dec,20253,2.0
NGA.15.2_1,2019,Sep-Dec,20193,1.0
NGA.15.2_1,2020,Jan-May,20201,1.0
NGA.15.2_1,2020,Sep-Dec,20203,2.0
NGA.15.2_1,2021,Jan-May,20211,1.0
NGA.15.2_1,2021,Sep-Dec,20213,2.0
NGA.15.2_1,2022,Jan-May,20221,1.0
NGA.15.2_1,2022,Sep-Dec,20223,1.0
NGA.15.2_1,2023,Jan-May,20231,1.0
NGA.15.2_1,2023,Sep-Dec,20233,2.0
NGA.15.2_1,2024,Jan-May,20241,2.0
NGA.15.2_1,2024,Sep-Dec,20243,2.0
NGA.15.2_1,2025,Jan-May,20251,2.0
NGA.15.2_1,2025,Sep-Dec,20253,2.0
NGA.15.3_1,2019,Sep-Dec,20193,1.0
NGA.15.3_1,2020,Jan-May,20201,1.0
NGA.15.3_1,2020,Sep-Dec,20203,2.0
NGA.15.3_1,2021,Jan-May,20211,1.0
NGA.15.3_1,2021,Sep-Dec,20213,2.0
NGA.15.3_1,2022,Jan-May,20221,1.0
NGA.15.3_1,2022,Sep-Dec,20223,2.0
NGA.15.3_1,2023,Jan-May,20231,2.0
NGA.15.3_1,2023,Sep-Dec,20233,2.0
NGA.15.3_1,2024,Jan-May,20241,2.0
NGA.15.3_1,2024,Sep-Dec,20243,2.0
NGA.15.3_1,2025,Jan-May,20251,2.0
NGA.15.3_1,2025,Sep-Dec,20253,2.0
NGA.15.4_1,2019,Sep-Dec,20193,1.0
NGA.15.4_1,2020,Jan-May,20201,1.0
NGA.15.4_1,2020,Sep-Dec,20203,2.0
NGA.15.4_1,2021,Jan-May,20211,2.0
NGA.15.4_1,2021,Sep-Dec,20213,1.0
NGA.15.4_1,2022,Jan-May,20221,3.0
NGA.15.4_1,2022,Sep-Dec,20223,2.0
NGA.15.4_1,2023,Jan-May,20231,2.0
NGA.15.4_1,2023,Sep-Dec,20233,2.0
