GID_2,exercise_year,exercise_label,phase_class,population,ndvi_mean_6m,rainfall_sum_6m,lst_mean_6m,nightlight_mean_6m,ndvi_mean_3m,rainfall_sum_3m,conflict_events_6m,conflict_fatalities_6m
NGA.9.3_1,2023,Jan-May,2.0,462395.0,0.35707339373624875,1546.4318614529577,26.42921690724282,0.4277702912189792,0.4241748379997756,488.5755626924629,0,0
NGA.9.4_1,2023,Jan-May,2.0,53737.0,0.3241105998829491,1799.209708477913,26.10116595289058,0.2751843492974869,0.3813750019167698,525.4797923908332,0,0
NGA.9.6_1,2023,Jan-May,2.0,285513.0,0.4550308249661852,1180.5636411593405,26.654535606878866,0.23215152115252494,0.5229567382350057,402.5591288720309,0,0
NGA.9.8_1,2023,Jan-May,2.0,311954.0,0.29246528398466015,1332.8491245509913,27.76419138276512,1.5784103418308628,0.31886825397541013,467.29365879597617,0,0
NGA.9.9_1,2023,Jan-May,2.0,325258.0,0.24030622904026408,1446.385997205299,26.041815838449455,0.28256053726805336,0.2500597092912729,498.25898665774764,0,0
NGA.9.15_1,2023,Jan-May,2.0,327583.0,0.39293560293974267,1298.3460925220675,26.279326394791028,0.2682228029608414,0.4488663027305239,461.44064353068245,0,0
NGA.12.1_1,2023,Jan-May,2.0,450650.0,0.5367781254768288,882.2009986192322,27.89794696874831,0.33905166517479507,0.6146927752228171,303.6314755733553,0,0
NGA.12.7_1,2023,Jan-May,2.0,162344.0,0.5234259318027049,854.5241370931277,28.31142002902284,0.288898497449054,0.5427395385335599,268.46783716043836,0,0
NGA.12.8_1,2023,Jan-May,2.0,253841.0,0.5691580383379037,868.4771220604815,27.827745991320132,0.4132039544696244,0.596469402629679,273.61979845348753,0,0
NGA.12.9_1,2023,Jan-May,2.0,342811.0,0.5586968742532715,852.4521786364096,28.175915660204893,0.4645791077538209,0.598135255759532,264.0381598260838,0,0
NGA.12.16_1,2023,Jan-May,2.0,266410.0,0.5354721136124126,875.5838679379506,27.967453168984253,0.3120089553705099,0.6211858826438046,272.97196692535334,0,0
NGA.12.17_1,2023,Jan-May,2.0,170662.0,0.5236631526583808,951.019969847411,27.812305454863402,0.31332713065653556,0.5909226366349609,302.29940276786715,0,0
NGA.12.2_1,2023,Jan-May,2.0,586275.0,0.4243603524956286,1062.3610497954758,28.41942715353332,1.3107035539779421,0.48328175330965234,351.8740995213259,0,0
NGA.12.18_1,2023,Jan-May,2.0,209759.0,0.5159750918320681,944.5216987623446,28.27066546948359,0.46325294197526956,0.5927187540689842,308.97675304470187,0,0
NGA.12.11_1,2023,Jan-May,2.0,641051.0,0.4479086657564775,1049.3580059511492,28.118727844414902,4.109717054905328,0.5097743354922257,348.8808342703594,0,0
NGA.12.12_1,2023,Jan-May,2.0,645246.0,0.4807938712788749,1100.5335743442188,27.885628034754152,1.2300750830769602,0.5410724656659399,366.7932509635439,0,0
NGA.12.13_1,2023,Jan-May,2.0,317000.0,0.5164350016725504,977.3286609494177,28.38603586128356,1.6764398203379995,0.595604910940506,319.48227289660275,0,0
NGA.12.14_1,2023,Jan-May,2.0,267640.0,0.5151009840896,1003.7861247105736,27.166914743574143,0.8494342573713363,0.5803806647916662,340.5420565200072,0,0
NGA.12.15_1,2023,Jan-May,2.0,237882.0,0.5124897180286684,1019.2581182682749,27.019234000234018,0.324917135123862,0.5978677413420797,377.2074675208884,0,0
NGA.12.3_1,2023,Jan-May,2.0,181320.0,0.5770373317367731,919.5304719299648,27.419675545800285,0.4010528943100442,0.6150749027492307,310.02828906453357,0,0
NGA.12.4_1,2023,Jan-May,2.0,210173.0,0.5464746179390353,911.2353278301073,28.593592676997513,0.42731137889637677,0.5979118711242782,287.57157504963817,0,0
NGA.12.5_1,2023,Jan-May,2.0,287531.0,0.5493712319572763,904.4543915175865,28.460838556832172,0.27831871360405697,0.6249487210626913,263.7141408753391,0,0
NGA.12.6_1,2023,Jan-May,2.0,220043.0,0.5115317195647032,931.9205457903511,27.36152188472741,0.336696159926234,0.6023761000119914,313.3053980203182,0,0
NGA.12.10_1,2023,Jan-May,2.0,121077.0,0.5400983133089762,917.5802461095245,27.52357962103571,0.2704994118814529,0.6365031607283059,282.839604131125,0,0
NGA.14.3_1,2023,Jan-May,2.0,461291.0,0.5252120166819788,997.7029286902477,29.351592429536197,0.8865300950690961,0.5695147325625926,288.08724412142965,0,0
NGA.14.4_1,2023,Jan-May,2.0,404704.0,0.4415261085259869,982.1054990729098,30.662142937336643,3.7998389116103275,0.47809771031833975,280.9380606599714,0,0
NGA.14.5_1,2023,Jan-May,2.0,328459.0,0.46953555809849457,990.6043819829013,30.112060565007397,2.1366630338453083,0.49333754480780917,285.56872081895403,0,0
NGA.14.10_1,2023,Jan-May,2.0,245307.0,0.5511392813977946,945.3445131686913,28.584558725935565,0.3280351613216345,0.6216423699957815,295.0898465507776,5,28
NGA.14.11_1,2023,Jan-May,2.0,245901.0,0.5139054057134876,1031.0025635717236,28.847801682997865,0.2979656060297527,0.6051046068012579,335.9967604973685,0,0
NGA.14.12_1,2023,Jan-May,2.0,242465.0,0.5456465646113628,1035.88119400671,28.808567946597762,0.5731947946794974,0.6145476792333139,315.55241300524494,1,3
NGA.14.13_1,2023,Jan-May,2.0,498361.0,0.5060272897937289,922.2791559669729,27.984319548796492,0.45590572713169303,0.6024118238015932,268.33302504963973,0,0
NGA.14.7_1,2023,Jan-May,2.0,345856.0,0.5319867684684484,973.0281649463852,28.323702946084158,0.37262666978157744,0.6124671145051246,302.7746823934535,0,0
NGA.14.8_1,2023,Jan-May,2.0,428800.0,0.5489086007239431,917.8708208505152,28.341110546030524,0.34149911002508154,0.6687306454908675,269.95618564439246,1,1
NGA.14.9_1,2023,Jan-May,2.0,243511.0,0.5243132199471849,882.3203009662698,27.540144690041057,0.3096338844057664,0.6196789401223969,253.62176044337463,0,0
NGA.14.15_1,2023,Jan-May,2.0,294976.0,0.5870111468456508,938.0902280516483,28.51103926132805,0.4861814958094041,0.6433463351968446,267.8527004584302,0,0
NGA.14.17_1,2023,Jan-May,2.0,205748.0,0.4538631475586978,893.874282284266,28.41383488727958,0.3198115653631336,0.5391254623906604,266.6024664477224,0,0
NGA.14.6_1,2023,Jan-May,2.0,280517.0,0.46320420694849357,941.5774665074243,28.942116300813893,0.34105876063138973,0.5693046344549216,285.619696740932,0,0
NGA.14.1_1,2023,Jan-May,2.0,221025.0,0.4891970322226536,1009.4402047434694,29.033156603266832,0.2388503178433381,0.5711477060786508,336.16330279638385,0,0
NGA.14.2_1,2023,Jan-May,2.0,327486.0,0.4913572302407052,1039.5069975628026,27.88247790261491,0.33322903278176763,0.6057865342486007,338.8963100086278,0,0
NGA.14.14_1,2023,Jan-May,2.0,209229.0,0.45299918811351403,984.5405512988693,28.202921717548577,0.3909701769531808,0.5758385845212607,310.3546802244703,1,0
NGA.14.16_1,2023,Jan-May,2.0,386770.0,0.45755573151701356,969.284697847117,28.047731243455583,0.39558592427820094,0.5589788657255428,288.9124254719615,0,0
NGA.15.1_1,2023,Jan-May,2.0,567974.0,0.48815101990306603,834.4183924965055,30.658162103091907,0.29505469071008184,0.543648618368721,251.74889204330313,0,0
NGA.15.2_1,2023,Jan-May,1.0,1624331.0,0.4093990745345854,946.5221982276989,31.196435403776153,4.390014994670881,0.46879717358408984,227.41588050906918,0,0
NGA.15.3_1,2023,Jan-May,2.0,773280.0,0.43215259167814307,1005.4326971322014,30.269598241828877,2.1494792766903497,0.5022257105979713,274.884520789938,0,0
NGA.15.4_1,2023,Jan-May,2.0,774057.0,0.473684966779286,922.6437321740727,30.316927071563104,0.3725196143776708,0.5228714186847071,286.2068477887789,1,0
NGA.15.5_1,2023,Jan-May,2.0,677111.0,0.5078397238035756,908.9894577517829,28.833929769009448,0.2970027503783542,0.6278626125495368,231.97778745249326,1,3
NGA.15.6_1,2023,Jan-May,2.0,571685.0,0.4960301700738283,841.9309860553136,30.104464523409604,0.3008945031483276,0.5680133352281383,246.11160284388967,0,0
NGA.18.1_1,2023,Jan-May,2.0,216698.0,0.39654194109073515,729.994666676706,29.482581731590496,0.2839967313394735,0.3699640201753747,11.374464036762328,0,0
NGA.18.3_1,2023,Jan-May,2.0,232667.0,0.3216180813887812,646.6385516340627,32.99414350250742,0.30042438903541296,0.3000260751014833,16.300527080487033,0,0
NGA.18.10_1,2023,Jan-May,2.0,185726.0,0.45032129057610826,580.3783263074018,29.214738065913902,0.27358700463401964,0.41376776913630325,7.6381525513428565,0,0
NGA.18.13_1,2023,Jan-May,2.0,170856.0,0.31598335064175764,835.7984567157621,30.00751205877872,1.4657298105118137,0.28049416006750866,12.143363074872592,0,0
NGA.18.15_1,2023,Jan-May,2.0,437898.0,0.35839032896053674,667.4248007942715,31.982160167485915,0.26764729870792475,0.31324660304956814,16.45961110340614,0,0
NGA.18.16_1,2023,Jan-May,2.0,211313.0,0.3582876245377753,670.5853185576165,31.410225952160285,0.3164325774978622,0.3342376935352283,11.938378258042578,0,0
NGA.18.18_1,2023,Jan-May,2.0,315514.0,0.4401695767347629,690.7731151533114,29.07786362235724,0.2995250887586292,0.42502476277541484,9.355171415724602,0,0
NGA.18.21_1,2023,Jan-May,2.0,269981.0,0.35878681551428643,736.6782196402385,31.845664989257898,0.37703016081822965,0.331605664861836,11.42893552789592,0,0
NGA.18.2_1,2023,Jan-May,2.0,348890.0,0.3905611179370178,610.6613396183956,33.79602692716383,0.2746949423643779,0.3222501088279421,11.067386041607758,0,0
NGA.18.7_1,2023,Jan-May,2.0,134593.0,0.3511438463284349,647.1405986422935,32.906402878985645,0.30574628190650527,0.3232432475086562,10.83365700056369,0,0
NGA.18.8_1,2023,Jan-May,2.0,246176.0,0.37916061417787955,651.9166816288953,33.279335818498225,0.27371302497624805,0.3254035006588818,9.392449429580282,0,0
NGA.18.9_1,2023,Jan-May,2.0,174270.0,0.3607718496130752,631.151695565898,33.57236451722292,0.4758206243060425,0.32276771264810716,12.115201973820936,0,0
NGA.18.12_1,2023,Jan-May,2.0,210902.0,0.37436857919328353,646.3954027608245,32.37977550638714,0.296667413149562,0.29469390475738355,15.931618447331948,0,0
NGA.18.17_1,2023,Jan-May,2.0,264034.0,0.3886133987575328,612.8046958792274,33.28254052725371,0.3833585033700048,0.3117071338585836,8.485334197960858,0,0
NGA.18.20_1,2023,Jan-May,2.0,290077.0,0.3191353342206245,630.5132252296856,32.96949899647065,0.28870175036182694,0.30458132715353164,15.024489335025132,0,0
NGA.18.24_1,2023,Jan-May,2.0,315225.0,0.3782308361111561,641.3901832964825,32.57585691568123,0.2682081177140808,0.2981747596579656,11.286921817854667,0,0
NGA.18.25_1,2023,Jan-May,2.0,126829.0,0.3655982557567448,597.2756260362405,33.706395527730756,0.2977851739456674,0.30575546244767754,10.562626507223587,1,1
NGA.18.26_1,2023,Jan-May,2.0,220868.0,0.39814347340791034,645.5575681862969,31.367286535244137,0.2865879365785577,0.3646334132665414,9.584674454341576,0,0
NGA.18.27_1,2023,Jan-May,2.0,216031.0,0.3498487354237085,615.0608587300264,33.46088029698594,0.2952626842788269,0.28541138751550305,12.124636046689455,0,0
NGA.18.23_1,2023,Jan-May,2.0,514611.0,0.3951367368408325,696.7340423618132,31.239104423908,0.32766491756557314,0.34763338625288015,13.538936033312702,0,0
NGA.18.4_1,2023,Jan-May,2.0,514611.0,0.4294151987302448,778.1498256090277,30.846755270170277,0.2906385606288335,0.3590988310008467,34.15948719409892,0,0
NGA.18.5_1,2023,Jan-May,2.0,159383.0,0.40030327760634393,741.2224989853012,31.27377328283151,0.2760698358564108,0.34051374658089334,24.46479137472793,0,0
NGA.18.6_1,2023,Jan-May,2.0,411441.0,0.3976516263055083,699.8244290459895,31.777041609918257,0.49242927294022437,0.32435575673083694,24.60181408226308,0,0
NGA.18.11_1,2023,Jan-May,2.0,444589.0,0.44708287223586596,810.755387223794,31.60643213663943,0.27305549236854704,0.3576218805773009,50.11994768899504,0,0
NGA.18.14_1,2023,Jan-May,2.0,376622.0,0.38755073632626386,655.073034706319,32.63147005891249,0.27660905619079806,0.3166124171431302,14.511315794220828,1,1
NGA.18.19_1,2023,Jan-May,2.0,283352.0,0.397203201549744,684.2468747695907,32.49083982632599,0.310701741931817,0.32152169601403785,24.103880411875753,0,0
NGA.18.22_1,2023,Jan-May,2.0,209503.0,0.38113158757877263,645.0632458219808,30.999063610560928,0.2761048738226443,0.35250015588931455,10.006737943639326,0,0
NGA.19.1_1,2023,Jan-May,3.0,412108.0,0.49052434167210257,810.1486550921793,28.966512368464986,0.357924420406317,0.4908163557092921,95.92132578080809,0,0
NGA.19.2_1,2023,Jan-May,3.0,593301.0,0.48785404480552574,917.1652152771759,29.70619569610687,0.5251221205291028,0.47262127011052196,164.3240671482195,0,0
NGA.19.3_1,2023,Jan-May,3.0,686506.0,0.48569900378818337,740.5834538378934,29.554647026419797,0.28785950812654465,0.42395469947798103,74.93017814116718,0,0
NGA.19.4_1,2023,Jan-May,3.0,686504.0,0.4651768936568079,859.7863537493888,29.754634279754157,0.5677853267537689,0.41060129327799916,107.72626505687496,0,0
NGA.19.9_1,2023,Jan-May,3.0,581035.0,0.34352390070302613,823.8902363028417,32.34078535496341,8.536016787849066,0.2998052668733535,111.27913443178943,0,0
NGA.19.10_1,2023,Jan-May,3.0,641846.0,0.28924456061577924,826.2737974187482,34.0713871469787,9.11815258790877,0.25977101453923446,124.26686634921523,0,0
NGA.19.12_1,2023,Jan-May,3.0,175007.0,0.5021554111396159,956.1251903949467,30.74783170141392,0.3087486985148308,0.4408530735827804,148.7376937762624,0,0
NGA.19.5_1,2023,Jan-May,2.0,310334.0,0.47926862148622834,749.5563832291422,30.37903956909697,0.27084074315111156,0.35884333292217546,33.019540671161984,0,0
NGA.19.15_1,2023,Jan-May,2.0,447367.0,0.4963418936867903,912.0591108630965,29.654630879078777,0.2753301397539126,0.394578087817395,71.41168332915547,0,0
NGA.19.16_1,2023,Jan-May,2.0,221458.0,0.46519342563301286,673.2734710519833,29.46383227111578,0.36130341493992707,0.3875588637775085,46.94843869528101,0,0
NGA.19.17_1,2023,Jan-May,2.0,541455.0,0.4971548369422441,913.2760178531714,30.05068971571905,0.2794123122660502,0.39354909159094525,96.3075502463298,0,0
NGA.19.18_1,2023,Jan-May,2.0,233600.0,0.4656541623510495,695.1500298815217,29.708288292805815,0.4042278800644277,0.3729050672743055,38.27409003142723,0,0
NGA.19.19_1,2023,Jan-May,2.0,464347.0,0.4363481122647574,677.504775327508,29.928749400762502,1.5903428532700767,0.3772786856064209,62.5166791168942,0,0
NGA.19.21_1,2023,Jan-May,2.0,458746.0,0.46686423540164174,812.7833808459404,29.30000204426159,0.2829769281698083,0.3907649191768532,73.77660287375711,0,0
NGA.19.23_1,2023,Jan-May,2.0,648633.0,0.4349439083443341,743.7382092437928,29.87238006567414,0.9517833740158412,0.37004855512117546,80.65389919869416,0,0
NGA.19.6_1,2023,Jan-May,3.0,248576.0,0.5000107428636458,1141.0249124514978,30.32648384920638,0.2930502562734633,0.48989598935685974,352.63544152794594,0,0
NGA.19.7_1,2023,Jan-May,3.0,443380.0,0.5206766962247167,1110.3310794792837,30.833861035393863,0.28028907067400866,0.5405995116871916,306.71238824182427,0,0
NGA.19.8_1,2023,Jan-May,3.0,402525.0,0.5019000954437679,1051.4684898726132,29.711686859280253,0.33978320194715833,0.4952967758608445,275.5654109661745,0,0
NGA.19.11_1,2023,Jan-May,3.0,380543.0,0.48128765764956466,1089.597944868051,30.05042273499579,0.394160048379357,0.4985227500876069,339.97282064261526,0,0
NGA.19.13_1,2023,Jan-May,3.0,278305.0,0.5224546578456988,932.3998496075718,29.72622588836948,0.3209128364268892,0.5162376211490549,191.25986293319067,0,0
NGA.19.14_1,2023,Jan-May,3.0,352652.0,0.5095341357869614,917.1582554669021,29.96651790647031,0.27500305901160765,0.4314485242609159,120.58885065425089,0,0
NGA.19.20_1,2023,Jan-May,3.0,241424.0,0.5237608676019835,989.1693958725509,30.766619261174792,0.286018146200639,0.543581098398103,248.55330805138635,0,0
NGA.19.22_1,2023,Jan-May,3.0,508386.0,0.5276928440206671,930.0505388588663,29.936348885741058,0.2982394933216776,0.4786914730969302,183.62722950437575,0,0
NGA.20.1_1,2023,Jan-May,2.0,292681.0,0.4122437731104669,709.710927417939,31.623073805397713,0.3170742223034684,0.34317766813733347,17.20755453390642,0,0
NGA.20.2_1,2023,Jan-May,2.0,318165.0,0.42317702947524943,768.5435325057456,31.396874448587585,0.3093274156160159,0.3361916056298169,30.533809492619543,0,0
NGA.20.4_1,2023,Jan-May,2.0,325418.0,0.4544688762699811,772.6171947878483,29.91141916935919,0.3670290724857699,0.34172684751932697,19.59849228539583,0,0
NGA.20.6_1,2023,Jan-May,2.0,295831.0,0.4789318381761784,806.6127736200771,29.683304071950772,0.33327740471178285,0.37740314689873206,18.469804952339963,0,0
NGA.20.11_1,2023,Jan-May,2.0,255437.0,0.5211607242720756,955.6927046496498,29.789522735741983,0.2695452650954745,0.4121768640837898,60.935448321832155,0,0
NGA.20.14_1,2023,Jan-May,2.0,274633.0,0.44745791643835564,833.6057416160402,30.570016515578825,0.3036473236522943,0.3477079636352822,27.497331411097072,0,0
NGA.20.16_1,2023,Jan-May,2.0,351706.0,0.4372510770677309,735.0624553820342,31.60269864588569,0.32266668583192454,0.3412396777190076,25.327517838898682,0,0
NGA.20.22_1,2023,Jan-May,2.0,244246.0,0.40009980027434033,724.5941048249176,28.89754186337232,0.2960985413212057,0.3366345694444166,18.454776971436576,0,0
NGA.20.23_1,2023,Jan-May,2.0,235044.0,0.4533299332405107,864.9298536773958,30.532417524815596,0.2693749320315812,0.3583887416553016,24.905815418874667,0,0
NGA.20.24_1,2023,Jan-May,2.0,453017.0,0.47937236196592153,741.92750156803,29.5569874202735,0.31019837537132844,0.3641708451906101,21.341587751933933,0,0
NGA.20.32_1,2023,Jan-May,2.0,251420.0,0.386978399761051,825.5179521609562,28.08553939503882,0.29625707202867074,0.34122352600938566,23.015330981367576,0,0
NGA.20.34_1,2023,Jan-May,2.0,385936.0,0.46140346640535923,706.1251484709993,29.867667063395242,0.27437236414409155,0.36333642779971037,23.525232660621796,0,0
NGA.20.36_1,2023,Jan-May,2.0,424549.0,0.465981199566137,847.9406633446545,29.822654459466204,0.2583477482961039,0.3738692551843379,39.57966242970607,0,0
NGA.20.37_1,2023,Jan-May,2.0,343600.0,0.43724826026851416,810.1189928240055,30.6798975886306,0.27993094852736006,0.35217340408057063,34.51914097112909,0,0
NGA.20.41_1,2023,Jan-May,2.0,387718.0,0.48390636393580544,812.31542472356,29.25180870183273,0.2611116370873226,0.4006689048719451,32.49097294608375,0,0
NGA.20.44_1,2023,Jan-May,2.0,319861.0,0.44395352092704216,772.6400441227736,30.633938824116996,0.4643178696241927,0.35294315403842047,24.63507158923448,0,0
NGA.20.3_1,2023,Jan-May,2.0,273899.0,0.4214233372456124,764.1348785854767,31.03293134784911,0.32021840317552375,0.3278013080304667,8.193221632937155,0,0
NGA.20.5_1,2023,Jan-May,2.0,471907.0,0.41007068538489094,725.2669546567693,31.45618844064815,0.36792887285406545,0.3228084217173645,7.369603855262705,0,0
NGA.20.8_1,2023,Jan-May,2.0,356885.0,0.40339357838357975,664.2086716488408,32.697452092612544,0.2949726313342509,0.3202073830507178,9.112033727579153,0,0
NGA.20.10_1,2023,Jan-May,2.0,417458.0,0.45137463255856236,761.2585091896493,31.29769220186829,0.4474988841178396,0.348900427273992,6.340445419002218,0,0
NGA.20.13_1,2023,Jan-May,2.0,358123.0,0.416367197664632,725.1994634411953,32.00798481253977,0.3217102908274511,0.33166326090565473,13.275659011070255,0,0
NGA.20.19_1,2023,Jan-May,2.0,311358.0,0.46623823678632775,724.9855958646167,30.46278367438951,0.322623172233983,0.35400325067425986,10.018353965119923,0,0
NGA.20.20_1,2023,Jan-May,2.0,259698.0,0.451419981797295,757.2835575842345,30.269204409083397,0.3382256319976167,0.35183076875247377,11.176184770599566,0,0
NGA.20.26_1,2023,Jan-May,2.0,186807.0,0.3855134503631961,695.8483032809817,31.500374287407155,0.2717982483544423,0.3120969203193744,11.473739859378195,0,0
NGA.20.29_1,2023,Jan-May,2.0,373197.0,0.39722602257886014,668.088906710561,32.03574057260575,0.28857275847174624,0.3141937542460978,8.581728911579273,0,0
NGA.20.33_1,2023,Jan-May,2.0,175278.0,0.4596951314987554,779.9105772085375,30.613621165573065,0.368890579792635,0.35255379031224593,9.060609635836306,0,0
NGA.20.35_1,2023,Jan-May,2.0,235909.0,0.43185729677921114,732.3455544034873,30.33567734555343,0.28367018052089427,0.33822635738740986,10.835571666460892,0,0
NGA.20.39_1,2023,Jan-May,2.0,167194.0,0.46279815826632403,794.5567603899653,30.946698283236774,0.5502884741086597,0.34744312696419294,6.5661301525580384,0,0
NGA.20.40_1,2023,Jan-May,2.0,267451.0,0.4142297079724629,711.8773656375145,30.915176412497143,0.27333188377148626,0.31421624256668396,11.35255123257931,0,0
NGA.20.7_1,2023,Jan-May,1.0,710059.0,0.3087946617550255,774.3171210299871,31.77571967469498,10.544069060232495,0.23744790115955236,9.259108973350406,0,0
NGA.20.9_1,2023,Jan-May,1.0,382328.0,0.43635698968247083,790.2762817651078,29.888000516745137,0.5805177186079048,0.3452794006127505,21.067714522837463,0,0
NGA.20.12_1,2023,Jan-May,1.0,339287.0,0.26794202349506463,780.3603162077967,33.71057660225223,24.397971252763323,0.22657941053802308,17.86146029988578,0,0
NGA.20.15_1,2023,Jan-May,1.0,201139.0,0.45419998836277675,776.6756712630983,29.493300022261163,0.5141548224596008,0.3492780479782984,15.259388619391823,0,0
NGA.20.17_1,2023,Jan-May,1.0,478723.0,0.4217702785676562,780.2349071970636,31.396673437469072,2.419850966477514,0.32719185247753657,12.983210865611023,0,0
NGA.20.18_1,2023,Jan-May,1.0,606741.0,0.2789172112318253,772.4113536004744,32.66627486400919,15.938493423439752,0.2230846656937463,11.02621746873047,0,0
NGA.20.25_1,2023,Jan-May,1.0,499178.0,0.40496860423542347,787.8861729423368,30.792922977197403,3.646336519064502,0.3052694825553984,17.485071307012777,0,0
NGA.20.27_1,2023,Jan-May,1.0,242634.0,0.4701019297112543,781.2094519536512,29.032161993372767,0.4440017810167427,0.35087883789415497,13.51611339653617,0,0
NGA.20.28_1,2023,Jan-May,1.0,233462.0,0.48775159245604743,777.532790764677,29.605453431735437,0.4852207842424761,0.36506399522727584,13.988245341421774,0,0
NGA.20.21_1,2023,Jan-May,1.0,629490.0,0.27297492104507604,785.0844342262874,32.89400102898703,12.696404449793583,0.21171210881424055,15.69696068949356,0,0
NGA.20.30_1,2023,Jan-May,1.0,372378.0,0.45521397445312367,737.7133522130939,31.352666950210008,0.39880773949070164,0.3350432280019388,9.207900368139843,1,1
NGA.20.38_1,2023,Jan-May,1.0,376165.0,0.25357653085824505,782.8569008462812,33.67435465080597,14.829903129166917,0.20362620540019294,19.068170917015948,0,0
NGA.20.42_1,2023,Jan-May,1.0,617340.0,0.35697269677722393,781.2926443773526,32.23337526962529,4.814068219252239,0.2677787507148108,8.943927026217002,0,0
NGA.20.43_1,2023,Jan-May,1.0,223581.0,0.43560379481840034,770.043478543303,31.34100649307391,1.1126677894967103,0.34163047946596364,17.301848158130145,0,0
NGA.21.2_1,2023,Jan-May,3.0,305264.0,0.3853627400022969,663.1790041557767,30.94080584343966,0.5727807607025105,0.2965088065914508,22.078625501862497,0,0
NGA.21.3_1,2023,Jan-May,3.0,335644.0,0.4301576774334371,649.9216720267689,30.908642817208918,0.25297084895760275,0.3394306576556056,20.583155567836304,0,0
NGA.21.6_1,2023,Jan-May,3.0,221189.0,0.37737792958839717,682.9101173114306,31.050764794105124,0.2831593822667138,0.28598371868820266,20.88140893312033,0,0
NGA.21.9_1,2023,Jan-May,3.0,182762.0,0.4586416224341961,607.1031494827955,30.347767022603524,0.2699397838619754,0.3718210317384001,20.02102779371284,0,0
NGA.21.12_1,2023,Jan-May,3.0,274214.0,0.39296853826544265,681.2456935945874,30.0069139362933,0.35146173574762013,0.3109107384380771,20.73924134481835,0,0
NGA.21.16_1,2023,Jan-May,3.0,270349.0,0.4209534576728237,621.375226755615,30.887237473654206,0.31772611761427694,0.32622491133134895,18.28595467236075,0,0
NGA.21.18_1,2023,Jan-May,3.0,294520.0,0.37215832046382485,608.1300320443637,31.96808240182021,0.2779277170241416,0.30096142655561,12.020937498450364,0,0
NGA.21.21_1,2023,Jan-May,3.0,513671.0,0.3346842167047033,650.5489091093451,31.866851779768055,3.8208239532856942,0.25103595961980696,16.213051445020763,0,0
NGA.21.22_1,2023,Jan-May,3.0,188429.0,0.3792943726322517,680.0972413666683,31.13909431859157,0.2565537168756145,0.30373143856406043,25.400081594698065,0,0
NGA.21.30_1,2023,Jan-May,3.0,248805.0,0.36483706954844825,675.1153014303894,31.12222340615703,0.31821275268282284,0.2746992272937461,21.490603241172394,0,0
NGA.21.32_1,2023,Jan-May,3.0,299044.0,0.49426250169412095,649.2180408344515,30.140637307841335,0.3117328620430187,0.40164831533800543,17.946092412709856,0,0
NGA.21.4_1,2023,Jan-May,3.0,327678.0,0.363052196048133,608.358618197019,33.996552643665574,0.2875314664569493,0.29862627229233846,12.510523589718305,0,0
NGA.21.5_1,2023,Jan-May,3.0,243815.0,0.40886409414592784,659.4705694349751,31.77828590566304,0.2821880263383435,0.28935709305560947,17.804365361597064,0,0
NGA.21.10_1,2023,Jan-May,3.0,363109.0,0.3510000216421408,693.6460323942908,32.43996595101374,0.5767039393939021,0.2778968006391409,16.488662960213887,0,0
NGA.21.11_1,2023,Jan-May,3.0,195214.0,0.3545545215799692,717.0632032347667,32.459709901402896,0.2968524066324152,0.28143503589906393,19.366696002901502,0,0
NGA.21.15_1,2023,Jan-May,3.0,273115.0,0.39526064942287925,651.1399047023217,31.766127348543872,0.2655250517828186,0.29644495913101016,14.550226050262232,0,0
NGA.21.20_1,2023,Jan-May,3.0,244450.0,0.3977926829823673,689.3805195034639,30.95159907222074,0.28874827027218897,0.30230466976645576,15.884664914429951,0,0
NGA.21.23_1,2023,Jan-May,3.0,158797.0,0.4018801119383965,670.0574456157426,31.032374167164846,0.25536960635210304,0.29961485131165616,15.083283361206872,0,0
NGA.21.24_1,2023,Jan-May,3.0,325836.0,0.353482004830852,570.7666776296066,33.49527529880686,0.446648227195314,0.28232329396351247,8.674966206704545,0,0
NGA.21.26_1,2023,Jan-May,3.0,284664.0,0.387574313865147,664.8794653435315,32.0358784838477,0.2985295544325151,0.28909952606673855,19.417386336893244,0,0
NGA.21.27_1,2023,Jan-May,3.0,276218.0,0.35886909885049395,602.032727661245,32.416033349073096,0.2725245751992913,0.29860997824492114,13.258436360198031,0,0
NGA.21.33_1,2023,Jan-May,3.0,221116.0,0.34398122547916304,637.2976191465298,32.96895081481157,0.30376160207538233,0.27465461223427023,16.880381830746263,0,0
NGA.21.34_1,2023,Jan-May,3.0,251969.0,0.3752368722153823,594.3318926296078,33.142979242641744,0.32379455422786246,0.30641525042659,21.37205973124909,0,0
NGA.21.1_1,2023,Jan-May,3.0,241416.0,0.49495743771412415,693.8253888040532,29.364645115976785,0.2917676740623472,0.39741075278062804,37.15213063118149,0,0
NGA.21.7_1,2023,Jan-May,3.0,234645.0,0.4907267438376503,692.4958596339748,28.99730180287842,0.2836689984854846,0.4218545745086815,51.29219876541332,0,0
NGA.21.8_1,2023,Jan-May,3.0,202608.0,0.4605521319855452,725.6317365971315,29.351916805483096,0.28121237164920304,0.39379147672239445,37.95828115004679,0,0
NGA.21.13_1,2023,Jan-May,3.0,313887.0,0.49892039503400504,649.048988852396,28.79257027526901,0.3161815854997558,0.4175085576927014,36.611866471216025,0,0
